Source,Target,Type,Id,Label,Weight,value
Poland,Greece,Undirected,6572,,22,22
Poland,France,Undirected,6573,,40,40
Poland,Italy,Undirected,6574,,81,81
Poland,Belarus,Undirected,6575,,4,4
Poland,Latvia,Undirected,6576,,6,6
Poland,China,Undirected,6577,,5,5
Poland,Spain,Undirected,6578,,61,61
Poland,Sweden,Undirected,6579,,41,41
Poland,United Arab Emirates,Undirected,6580,,6,6
Poland,Bulgaria,Undirected,6581,,6,6
Poland,Malta,Undirected,6582,,8,8
Poland,Cyprus,Undirected,6583,,8,8
Poland,Slovenia,Undirected,6584,,4,4
Poland,Serbia,Undirected,6585,,4,4
Poland,Croatia,Undirected,6586,,16,16
Poland,Switzerland,Undirected,6587,,20,20
Poland,Hungary,Undirected,6588,,7,7
Poland,Armenia,Undirected,6589,,2,2
Poland,Turkey,Undirected,6590,,4,4
Poland,United States,Undirected,6591,,12,12
Poland,Ukraine,Undirected,6592,,52,52
Poland,Austria,Undirected,6593,,10,10
Poland,Russia,Undirected,6594,,11,11
Poland,Portugal,Undirected,6595,,10,10
Poland,Romania,Undirected,6596,,9,9
Poland,Czech Republic,Undirected,6597,,7,7
Poland,Georgia,Undirected,6598,,10,10
Poland,Israel,Undirected,6599,,20,20
Poland,Lithuania,Undirected,6600,,6,6
Poland,Qatar,Undirected,6601,,2,2
Poland,Jordan,Undirected,6602,,2,2
Poland,Montenegro,Undirected,6603,,3,3
Poland,Lebanon,Undirected,6604,,2,2
Poland,India,Undirected,6605,,2,2
Poland,South Korea,Undirected,6606,,2,2
Poland,Moldova,Undirected,6607,,2,2
Poland,Slovakia,Undirected,6608,,2,2
Poland,Japan,Undirected,6609,,2,2
Poland,Singapore,Undirected,6610,,2,2
Poland,Macedonia,Undirected,6611,,2,2
Poland,Kazakhstan,Undirected,6612,,1,1
Poland,Egypt,Undirected,6613,,14,14
Poland,Morocco,Undirected,6614,,1,1
Poland,Albania,Undirected,6615,,2,2
Poland,Cuba,Undirected,6616,,1,1
Poland,Mexico,Undirected,6617,,2,2
Poland,Dominican Republic,Undirected,6618,,1,1
Sweden,Greece,Undirected,6619,,30,30
Sweden,France,Undirected,6620,,37,37
Sweden,Austria,Undirected,6621,,12,12
Sweden,Morocco,Undirected,6622,,3,3
Sweden,Belarus,Undirected,6623,,2,2
Sweden,Latvia,Undirected,6624,,8,8
Sweden,Switzerland,Undirected,6625,,15,15
Sweden,China,Undirected,6626,,6,6
Sweden,Spain,Undirected,6627,,85,85
Sweden,Serbia,Undirected,6628,,16,16
Sweden,Thailand,Undirected,6629,,6,6
Sweden,Hungary,Undirected,6630,,9,9
Sweden,Italy,Undirected,6631,,43,43
Sweden,Croatia,Undirected,6632,,20,20
Sweden,Portugal,Undirected,6633,,16,16
Sweden,United States,Undirected,6634,,16,16
Sweden,Cyprus,Undirected,6635,,10,10
Sweden,Czech Republic,Undirected,6636,,13,13
Sweden,Bosnia and Herzegovina,Undirected,6637,,8,8
Sweden,Israel,Undirected,6638,,2,2
Sweden,Lithuania,Undirected,6639,,4,4
Sweden,United Arab Emirates,Undirected,6640,,4,4
Sweden,Iran,Undirected,6641,,6,6
Sweden,Ethiopia,Undirected,6642,,3,3
Sweden,Malta,Undirected,6643,,6,6
Sweden,Turkey,Undirected,6644,,22,22
Sweden,Qatar,Undirected,6645,,4,4
Sweden,Russia,Undirected,6646,,11,11
Sweden,Iraq,Undirected,6647,,14,14
Sweden,Macedonia,Undirected,6648,,8,8
Sweden,Romania,Undirected,6649,,6,6
Sweden,India,Undirected,6650,,2,2
Sweden,Ukraine,Undirected,6651,,2,2
Sweden,Montenegro,Undirected,6652,,1,1
Sweden,South Korea,Undirected,6653,,1,1
Sweden,Egypt,Undirected,6654,,2,2
South Africa,India,Undirected,6655,,6,6
South Africa,France,Undirected,6656,,6,6
South Africa,United Arab Emirates,Undirected,6657,,20,20
South Africa,United States,Undirected,6658,,11,11
South Africa,Zimbabwe,Undirected,6659,,33,33
South Africa,Zambia,Undirected,6660,,22,22
South Africa,Mauritius,Undirected,6661,,10,10
South Africa,Namibia,Undirected,6662,,28,28
South Africa,Botswana,Undirected,6663,,26,26
South Africa,Congo (Kinshasa),Undirected,6664,,8,8
South Africa,China,Undirected,6665,,4,4
South Africa,Hong Kong,Undirected,6666,,6,6
South Africa,Angola,Undirected,6667,,6,6
South Africa,Ethiopia,Undirected,6668,,6,6
South Africa,Malawi,Undirected,6669,,7,7
South Africa,Seychelles,Undirected,6670,,4,4
South Africa,Tanzania,Undirected,6671,,7,7
South Africa,Brazil,Undirected,6672,,6,6
South Africa,Kenya,Undirected,6673,,14,14
South Africa,Switzerland,Undirected,6674,,6,6
South Africa,Israel,Undirected,6675,,2,2
South Africa,Madagascar,Undirected,6676,,5,5
South Africa,Egypt,Undirected,6677,,4,4
South Africa,Singapore,Undirected,6678,,8,8
South Africa,Australia,Undirected,6679,,8,8
South Africa,Qatar,Undirected,6680,,5,5
South Africa,Mozambique,Undirected,6681,,43,43
South Africa,Thailand,Undirected,6682,,4,4
South Africa,Congo (Brazzaville),Undirected,6683,,4,4
South Africa,Senegal,Undirected,6684,,7,7
South Africa,Uganda,Undirected,6685,,2,2
South Africa,Rwanda,Undirected,6686,,4,4
South Africa,Gabon,Undirected,6687,,2,2
South Africa,Lesotho,Undirected,6688,,4,4
South Africa,Swaziland,Undirected,6689,,3,3
South Africa,Saudi Arabia,Undirected,6690,,2,2
South Africa,Turkey,Undirected,6691,,4,4
South Africa,Reunion,Undirected,6692,,2,2
South Africa,Italy,Undirected,6693,,2,2
South Africa,Spain,Undirected,6694,,1,1
South Africa,Austria,Undirected,6695,,2,2
Botswana,Zimbabwe,Undirected,6696,,6,6
Botswana,Zambia,Undirected,6697,,2,2
Botswana,Kenya,Undirected,6698,,2,2
Botswana,Namibia,Undirected,6699,,3,3
Botswana,Ethiopia,Undirected,6700,,2,2
Congo (Brazzaville),France,Undirected,6701,,8,8
Congo (Brazzaville),Morocco,Undirected,6702,,4,4
Congo (Brazzaville),Congo (Kinshasa),Undirected,6703,,13,13
Congo (Brazzaville),Angola,Undirected,6704,,4,4
Congo (Brazzaville),Gabon,Undirected,6705,,13,13
Congo (Brazzaville),Ethiopia,Undirected,6706,,4,4
Congo (Brazzaville),Cameroon,Undirected,6707,,9,9
Congo (Brazzaville),Kenya,Undirected,6708,,4,4
Congo (Brazzaville),Rwanda,Undirected,6709,,2,2
Congo (Brazzaville),Equatorial Guinea,Undirected,6710,,2,2
Congo (Brazzaville),Turkey,Undirected,6711,,1,1
Congo (Kinshasa),Cameroon,Undirected,6712,,9,9
Congo (Kinshasa),Angola,Undirected,6713,,5,5
Congo (Kinshasa),France,Undirected,6714,,2,2
Congo (Kinshasa),Morocco,Undirected,6715,,2,2
Congo (Kinshasa),Ethiopia,Undirected,6716,,7,7
Congo (Kinshasa),Zambia,Undirected,6717,,5,5
Congo (Kinshasa),Gabon,Undirected,6718,,5,5
Congo (Kinshasa),Kenya,Undirected,6719,,9,9
Congo (Kinshasa),Turkey,Undirected,6720,,3,3
Congo (Kinshasa),Burundi,Undirected,6721,,1,1
Congo (Kinshasa),Uganda,Undirected,6722,,2,2
Congo (Kinshasa),Chad,Undirected,6723,,1,1
Congo (Kinshasa),Rwanda,Undirected,6724,,1,1
Congo (Kinshasa),Malawi,Undirected,6725,,1,1
Central African Republic,Cameroon,Undirected,6726,,10,10
Central African Republic,France,Undirected,6727,,1,1
Central African Republic,Morocco,Undirected,6728,,2,2
Central African Republic,Chad,Undirected,6729,,1,1
Central African Republic,Kenya,Undirected,6730,,2,2
Central African Republic,Uganda,Undirected,6731,,2,2
Equatorial Guinea,Cameroon,Undirected,6732,,11,11
Equatorial Guinea,Morocco,Undirected,6733,,2,2
Equatorial Guinea,Gabon,Undirected,6734,,6,6
Equatorial Guinea,Ethiopia,Undirected,6735,,4,4
Equatorial Guinea,Spain,Undirected,6736,,3,3
Equatorial Guinea,Sao Tome and Principe,Undirected,6737,,1,1
Equatorial Guinea,France,Undirected,6738,,1,1
Mauritius,France,Undirected,6739,,5,5
Mauritius,Reunion,Undirected,6740,,15,15
Mauritius,India,Undirected,6741,,13,13
Mauritius,United Arab Emirates,Undirected,6742,,4,4
Mauritius,Seychelles,Undirected,6743,,2,2
Mauritius,Italy,Undirected,6744,,4,4
Mauritius,Kenya,Undirected,6745,,4,4
Mauritius,Madagascar,Undirected,6746,,7,7
Mauritius,Malaysia,Undirected,6747,,4,4
Mauritius,Hong Kong,Undirected,6748,,2,2
Mauritius,China,Undirected,6749,,4,4
Mauritius,Australia,Undirected,6750,,2,2
Mauritius,Russia,Undirected,6751,,2,2
Mauritius,Tanzania,Undirected,6752,,1,1
Mauritius,Switzerland,Undirected,6753,,3,3
Mauritius,Singapore,Undirected,6754,,1,1
Mauritius,Saudi Arabia,Undirected,6755,,3,3
Mauritius,Turkey,Undirected,6756,,2,2
Mauritius,Austria,Undirected,6757,,2,2
Cameroon,Senegal,Undirected,6758,,2,2
Cameroon,France,Undirected,6759,,8,8
Cameroon,Morocco,Undirected,6760,,4,4
Cameroon,Ethiopia,Undirected,6761,,6,6
Cameroon,Chad,Undirected,6762,,14,14
Cameroon,Gabon,Undirected,6763,,13,13
Cameroon,Kenya,Undirected,6764,,4,4
Cameroon,Turkey,Undirected,6765,,4,4
Cameroon,Rwanda,Undirected,6766,,1,1
Cameroon,Mali,Undirected,6767,,1,1
Cameroon,Egypt,Undirected,6768,,2,2
Zambia,Zimbabwe,Undirected,6769,,24,24
Zambia,Malawi,Undirected,6770,,13,13
Zambia,Kenya,Undirected,6771,,16,16
Zambia,Angola,Undirected,6772,,2,2
Zambia,United Arab Emirates,Undirected,6773,,2,2
Zambia,Ethiopia,Undirected,6774,,4,4
Zambia,Namibia,Undirected,6775,,4,4
Zambia,Tanzania,Undirected,6776,,3,3
Zambia,Turkey,Undirected,6777,,2,2
Zambia,Rwanda,Undirected,6778,,1,1
Comoros,Mayotte,Undirected,6779,,9,9
Comoros,Kenya,Undirected,6780,,6,6
Comoros,Djibouti,Undirected,6781,,2,2
Comoros,Madagascar,Undirected,6782,,5,5
Comoros,Tanzania,Undirected,6783,,5,5
Comoros,Reunion,Undirected,6784,,2,2
Comoros,Ethiopia,Undirected,6785,,1,1
Mayotte,Kenya,Undirected,6786,,5,5
Mayotte,Madagascar,Undirected,6787,,13,13
Mayotte,Reunion,Undirected,6788,,3,3
Mayotte,France,Undirected,6789,,3,3
Mayotte,Tanzania,Undirected,6790,,2,2
Mayotte,Mozambique,Undirected,6791,,1,1
Reunion,France,Undirected,6792,,12,12
Reunion,Madagascar,Undirected,6793,,16,16
Reunion,India,Undirected,6794,,2,2
Reunion,China,Undirected,6795,,1,1
Reunion,Thailand,Undirected,6796,,1,1
Reunion,Seychelles,Undirected,6797,,1,1
Reunion,Djibouti,Undirected,6798,,1,1
Madagascar,France,Undirected,6799,,8,8
Madagascar,Kenya,Undirected,6800,,2,2
Madagascar,Thailand,Undirected,6801,,4,4
Madagascar,Ethiopia,Undirected,6802,,4,4
Angola,France,Undirected,6803,,2,2
Angola,Morocco,Undirected,6804,,2,2
Angola,United Arab Emirates,Undirected,6805,,4,4
Angola,Brazil,Undirected,6806,,4,4
Angola,Cuba,Undirected,6807,,2,2
Angola,Zimbabwe,Undirected,6808,,1,1
Angola,Portugal,Undirected,6809,,6,6
Angola,China,Undirected,6810,,2,2
Angola,Sao Tome and Principe,Undirected,6811,,2,2
Angola,Namibia,Undirected,6812,,8,8
Angola,Ethiopia,Undirected,6813,,4,4
Angola,Spain,Undirected,6814,,2,2
Angola,Kenya,Undirected,6815,,2,2
Angola,Mozambique,Undirected,6816,,3,3
Angola,Gabon,Undirected,6817,,2,2
Angola,Qatar,Undirected,6818,,2,2
Gabon,France,Undirected,6819,,2,2
Gabon,Morocco,Undirected,6820,,2,2
Gabon,Ethiopia,Undirected,6821,,2,2
Gabon,Turkey,Undirected,6822,,2,2
Gabon,Rwanda,Undirected,6823,,2,2
Gabon,Sao Tome and Principe,Undirected,6824,,1,1
Gabon,Mali,Undirected,6825,,1,1
Sao Tome and Principe,Cape Verde,Undirected,6826,,2,2
Sao Tome and Principe,Portugal,Undirected,6827,,3,3
Mozambique,Ethiopia,Undirected,6828,,3,3
Mozambique,Kenya,Undirected,6829,,8,8
Mozambique,Tanzania,Undirected,6830,,2,2
Mozambique,Portugal,Undirected,6831,,2,2
Mozambique,Malawi,Undirected,6832,,3,3
Mozambique,Qatar,Undirected,6833,,1,1
Seychelles,United Arab Emirates,Undirected,6834,,8,8
Seychelles,Kenya,Undirected,6835,,2,2
Seychelles,Sri Lanka,Undirected,6836,,4,4
Seychelles,Russia,Undirected,6837,,2,2
Seychelles,France,Undirected,6838,,2,2
Seychelles,Ethiopia,Undirected,6839,,2,2
Seychelles,India,Undirected,6840,,1,1
Seychelles,Qatar,Undirected,6841,,2,2
Seychelles,Turkey,Undirected,6842,,2,2
Seychelles,Switzerland,Undirected,6843,,2,2
Chad,Saudi Arabia,Undirected,6844,,1,1
Chad,France,Undirected,6845,,2,2
Chad,Ethiopia,Undirected,6846,,2,2
Chad,Sudan,Undirected,6847,,3,3
Chad,Turkey,Undirected,6848,,2,2
Chad,Morocco,Undirected,6849,,2,2
Chad,Kenya,Undirected,6850,,1,1
Chad,Egypt,Undirected,6851,,2,2
Zimbabwe,Kenya,Undirected,6852,,9,9
Zimbabwe,Ethiopia,Undirected,6853,,7,7
Zimbabwe,Malawi,Undirected,6854,,3,3
Zimbabwe,Tanzania,Undirected,6855,,3,3
Zimbabwe,Namibia,Undirected,6856,,4,4
Zimbabwe,Rwanda,Undirected,6857,,1,1
Malawi,Kenya,Undirected,6858,,10,10
Malawi,Ethiopia,Undirected,6859,,4,4
Malawi,Tanzania,Undirected,6860,,4,4
Mali,Senegal,Undirected,6861,,16,16
Mali,France,Undirected,6862,,4,4
Mali,Morocco,Undirected,6863,,2,2
Mali,Guinea,Undirected,6864,,6,6
Mali,Ethiopia,Undirected,6865,,4,4
Mali,Kenya,Undirected,6866,,2,2
Mali,Mauritania,Undirected,6867,,2,2
Mali,Portugal,Undirected,6868,,2,2
Mali,Turkey,Undirected,6869,,2,2
Gambia,Spain,Undirected,6870,,8,8
Gambia,Senegal,Undirected,6871,,12,12
Gambia,Sierra Leone,Undirected,6872,,8,8
Gambia,Morocco,Undirected,6873,,2,2
Gambia,Guinea-Bissau,Undirected,6874,,2,2
Gambia,Cape Verde,Undirected,6875,,3,3
Gambia,Liberia,Undirected,6876,,3,3
Gambia,Turkey,Undirected,6877,,2,2
Gambia,Guinea,Undirected,6878,,2,2
Gambia,Portugal,Undirected,6879,,2,2
Spain,Switzerland,Undirected,6880,,143,143
Spain,Morocco,Undirected,6881,,100,100
Spain,Latvia,Undirected,6882,,8,8
Spain,Greece,Undirected,6883,,16,16
Spain,United States,Undirected,6884,,130,130
Spain,Senegal,Undirected,6885,,20,20
Spain,Austria,Undirected,6886,,128,128
Spain,France,Undirected,6887,,396,396
Spain,Portugal,Undirected,6888,,110,110
Spain,Mexico,Undirected,6889,,20,20
Spain,Argentina,Undirected,6890,,12,12
Spain,Colombia,Undirected,6891,,16,16
Spain,Italy,Undirected,6892,,307,307
Spain,Belarus,Undirected,6893,,2,2
Spain,El Salvador,Undirected,6894,,3,3
Spain,Brazil,Undirected,6895,,21,21
Spain,China,Undirected,6896,,17,17
Spain,Cuba,Undirected,6897,,8,8
Spain,Qatar,Undirected,6898,,13,13
Spain,Dominican Republic,Undirected,6899,,12,12
Spain,United Arab Emirates,Undirected,6900,,10,10
Spain,Bulgaria,Undirected,6901,,19,19
Spain,Slovakia,Undirected,6902,,9,9
Spain,Lithuania,Undirected,6903,,9,9
Spain,Hungary,Undirected,6904,,21,21
Spain,Malta,Undirected,6905,,14,14
Spain,Russia,Undirected,6906,,73,73
Spain,Jordan,Undirected,6907,,8,8
Spain,Croatia,Undirected,6908,,13,13
Spain,Ukraine,Undirected,6909,,24,24
Spain,Romania,Undirected,6910,,47,47
Spain,Czech Republic,Undirected,6911,,46,46
Spain,Israel,Undirected,6912,,15,15
Spain,Venezuela,Undirected,6913,,10,10
Spain,Ecuador,Undirected,6914,,12,12
Spain,Peru,Undirected,6915,,9,9
Spain,Mauritania,Undirected,6916,,7,7
Spain,Guatemala,Undirected,6917,,1,1
Spain,Panama,Undirected,6918,,4,4
Spain,Chile,Undirected,6919,,6,6
Spain,Costa Rica,Undirected,6920,,2,2
Spain,South Korea,Undirected,6921,,6,6
Spain,Libya,Undirected,6922,,2,2
Spain,Egypt,Undirected,6923,,4,4
Spain,Western Sahara,Undirected,6924,,9,9
Spain,Cape Verde,Undirected,6925,,4,4
Spain,Bolivia,Undirected,6926,,5,5
Spain,Turkey,Undirected,6927,,18,18
Spain,Pakistan,Undirected,6928,,5,5
Spain,Singapore,Undirected,6929,,2,2
Spain,Saudi Arabia,Undirected,6930,,7,7
Spain,Thailand,Undirected,6931,,2,2
Spain,Uruguay,Undirected,6932,,4,4
Spain,Moldova,Undirected,6933,,2,2
Spain,Georgia,Undirected,6934,,2,2
Spain,India,Undirected,6935,,2,2
Spain,Hong Kong,Undirected,6936,,4,4
Spain,Ethiopia,Undirected,6937,,2,2
Spain,Japan,Undirected,6938,,2,2
Spain,Lebanon,Undirected,6939,,5,5
Spain,Paraguay,Undirected,6940,,2,2
Spain,Honduras,Undirected,6941,,2,2
Spain,Puerto Rico,Undirected,6942,,3,3
Spain,Iran,Undirected,6943,,1,1
Spain,Macedonia,Undirected,6944,,1,1
Spain,Bangladesh,Undirected,6945,,1,1
Spain,Uzbekistan,Undirected,6946,,1,1
Sierra Leone,Senegal,Undirected,6947,,4,4
Sierra Leone,Liberia,Undirected,6948,,19,19
Sierra Leone,France,Undirected,6949,,3,3
Sierra Leone,Morocco,Undirected,6950,,2,2
Sierra Leone,Guinea,Undirected,6951,,2,2
Guinea-Bissau,Guinea,Undirected,6952,,4,4
Guinea-Bissau,Senegal,Undirected,6953,,8,8
Guinea-Bissau,Morocco,Undirected,6954,,2,2
Guinea-Bissau,Cape Verde,Undirected,6955,,2,2
Guinea-Bissau,Portugal,Undirected,6956,,2,2
Liberia,France,Undirected,6957,,2,2
Liberia,Morocco,Undirected,6958,,2,2
Liberia,Guinea,Undirected,6959,,1,1
Morocco,Italy,Undirected,6960,,49,49
Morocco,France,Undirected,6961,,218,218
Morocco,Turkey,Undirected,6962,,10,10
Morocco,Libya,Undirected,6963,,10,10
Morocco,Western Sahara,Undirected,6964,,12,12
Morocco,United Arab Emirates,Undirected,6965,,10,10
Morocco,Lebanon,Undirected,6966,,2,2
Morocco,Egypt,Undirected,6967,,4,4
Morocco,Guinea,Undirected,6968,,2,2
Morocco,Senegal,Undirected,6969,,4,4
Morocco,Brazil,Undirected,6970,,4,4
Morocco,Switzerland,Undirected,6971,,14,14
Morocco,Saudi Arabia,Undirected,6972,,16,16
Morocco,United States,Undirected,6973,,9,9
Morocco,Portugal,Undirected,6974,,12,12
Morocco,Mauritania,Undirected,6975,,7,7
Morocco,Cape Verde,Undirected,6976,,2,2
Morocco,Russia,Undirected,6977,,6,6
Morocco,Qatar,Undirected,6978,,7,7
Morocco,Austria,Undirected,6979,,6,6
Morocco,Greece,Undirected,6980,,7,7
Morocco,Jordan,Undirected,6981,,2,2
Morocco,Gibraltar,Undirected,6982,,2,2
Morocco,Hungary,Undirected,6983,,1,1
Morocco,Czech Republic,Undirected,6984,,1,1
Morocco,Bahrain,Undirected,6985,,1,1
Morocco,Malta,Undirected,6986,,1,1
Morocco,Oman,Undirected,6987,,1,1
Senegal,Guinea,Undirected,6988,,20,20
Senegal,France,Undirected,6989,,9,9
Senegal,United States,Undirected,6990,,11,11
Senegal,Mauritania,Undirected,6991,,7,7
Senegal,Cape Verde,Undirected,6992,,6,6
Senegal,United Arab Emirates,Undirected,6993,,3,3
Senegal,Italy,Undirected,6994,,2,2
Senegal,Turkey,Undirected,6995,,4,4
Senegal,Portugal,Undirected,6996,,4,4
Senegal,Brazil,Undirected,6997,,2,2
Mauritania,France,Undirected,6998,,2,2
Mauritania,Guinea,Undirected,6999,,2,2
Mauritania,Turkey,Undirected,7000,,1,1
Guinea,France,Undirected,7001,,2,2
Guinea,Portugal,Undirected,7002,,2,2
Cape Verde,Portugal,Undirected,7003,,18,18
Cape Verde,France,Undirected,7004,,8,8
Cape Verde,United States,Undirected,7005,,4,4
Cape Verde,Brazil,Undirected,7006,,7,7
Cape Verde,Italy,Undirected,7007,,2,2
Ethiopia,Saudi Arabia,Undirected,7008,,20,20
Ethiopia,India,Undirected,7009,,11,11
Ethiopia,China,Undirected,7010,,14,14
Ethiopia,United Arab Emirates,Undirected,7011,,9,9
Ethiopia,Lebanon,Undirected,7012,,2,2
Ethiopia,Thailand,Undirected,7013,,4,4
Ethiopia,Egypt,Undirected,7014,,4,4
Ethiopia,France,Undirected,7015,,2,2
Ethiopia,Tanzania,Undirected,7016,,8,8
Ethiopia,Uganda,Undirected,7017,,3,3
Ethiopia,Italy,Undirected,7018,,4,4
Ethiopia,Somalia,Undirected,7019,,4,4
Ethiopia,Hong Kong,Undirected,7020,,2,2
Ethiopia,Djibouti,Undirected,7021,,10,10
Ethiopia,South Sudan,Undirected,7022,,4,4
Ethiopia,Rwanda,Undirected,7023,,4,4
Ethiopia,Sudan,Undirected,7024,,5,5
Ethiopia,Kuwait,Undirected,7025,,5,5
Ethiopia,Kenya,Undirected,7026,,14,14
Ethiopia,Oman,Undirected,7027,,4,4
Ethiopia,Israel,Undirected,7028,,2,2
Ethiopia,United States,Undirected,7029,,4,4
Ethiopia,Bahrain,Undirected,7030,,4,4
Ethiopia,Yemen,Undirected,7031,,2,2
Ethiopia,Qatar,Undirected,7032,,4,4
Ethiopia,Turkey,Undirected,7033,,4,4
Ethiopia,Eritrea,Undirected,7034,,3,3
Ethiopia,Burundi,Undirected,7035,,2,2
Ethiopia,Russia,Undirected,7036,,1,1
Ethiopia,Brazil,Undirected,7037,,2,2
Ethiopia,South Korea,Undirected,7038,,2,2
Ethiopia,Singapore,Undirected,7039,,2,2
Ethiopia,Austria,Undirected,7040,,2,2
Ethiopia,Namibia,Undirected,7041,,2,2
Ethiopia,Greece,Undirected,7042,,1,1
Ethiopia,Switzerland,Undirected,7043,,2,2
Ethiopia,Philippines,Undirected,7044,,1,1
Ethiopia,Indonesia,Undirected,7045,,2,2
Ethiopia,Vietnam,Undirected,7046,,1,1
Burundi,Kenya,Undirected,7047,,9,9
Burundi,Rwanda,Undirected,7048,,13,13
Burundi,Uganda,Undirected,7049,,4,4
Burundi,Tanzania,Undirected,7050,,1,1
Somalia,Djibouti,Undirected,7051,,13,13
Somalia,Kenya,Undirected,7052,,16,16
Somalia,United Arab Emirates,Undirected,7053,,10,10
Somalia,Yemen,Undirected,7054,,3,3
Somalia,Uganda,Undirected,7055,,2,2
Egypt,Switzerland,Undirected,7056,,28,28
Egypt,Israel,Undirected,7057,,2,2
Egypt,France,Undirected,7058,,10,10
Egypt,Libya,Undirected,7059,,23,23
Egypt,Greece,Undirected,7060,,8,8
Egypt,India,Undirected,7061,,4,4
Egypt,Saudi Arabia,Undirected,7062,,151,151
Egypt,Italy,Undirected,7063,,35,35
Egypt,China,Undirected,7064,,11,11
Egypt,Jordan,Undirected,7065,,22,22
Egypt,Kuwait,Undirected,7066,,46,46
Egypt,United Arab Emirates,Undirected,7067,,24,24
Egypt,Cyprus,Undirected,7068,,4,4
Egypt,Bahrain,Undirected,7069,,6,6
Egypt,Austria,Undirected,7070,,14,14
Egypt,Yemen,Undirected,7071,,11,11
Egypt,Lebanon,Undirected,7072,,6,6
Egypt,Thailand,Undirected,7073,,6,6
Egypt,Eritrea,Undirected,7074,,2,2
Egypt,Iraq,Undirected,7075,,9,9
Egypt,Hungary,Undirected,7076,,2,2
Egypt,Indonesia,Undirected,7077,,2,2
Egypt,Tanzania,Undirected,7078,,2,2
Egypt,Russia,Undirected,7079,,22,22
Egypt,Qatar,Undirected,7080,,8,8
Egypt,Uganda,Undirected,7081,,2,2
Egypt,Turkey,Undirected,7082,,21,21
Egypt,United States,Undirected,7083,,6,6
Egypt,South Sudan,Undirected,7084,,4,4
Egypt,Sudan,Undirected,7085,,8,8
Egypt,Oman,Undirected,7086,,5,5
Egypt,Kenya,Undirected,7087,,5,5
Egypt,Kazakhstan,Undirected,7088,,2,2
Egypt,Malta,Undirected,7089,,1,1
Egypt,Japan,Undirected,7090,,2,2
Egypt,Ukraine,Undirected,7091,,1,1
Egypt,Romania,Undirected,7092,,2,2
Egypt,Serbia,Undirected,7093,,2,2
Egypt,Slovakia,Undirected,7094,,1,1
Egypt,Czech Republic,Undirected,7095,,5,5
Egypt,Armenia,Undirected,7096,,2,2
Egypt,Georgia,Undirected,7097,,2,2
Egypt,Lithuania,Undirected,7098,,2,2
Egypt,Hong Kong,Undirected,7099,,1,1
Egypt,Slovenia,Undirected,7100,,1,1
Egypt,Rwanda,Undirected,7101,,1,1
Kenya,South Sudan,Undirected,7102,,4,4
Kenya,Tanzania,Undirected,7103,,39,39
Kenya,India,Undirected,7104,,6,6
Kenya,Rwanda,Undirected,7105,,14,14
Kenya,France,Undirected,7106,,5,5
Kenya,United Arab Emirates,Undirected,7107,,19,19
Kenya,Thailand,Undirected,7108,,6,6
Kenya,China,Undirected,7109,,6,6
Kenya,Yemen,Undirected,7110,,3,3
Kenya,South Korea,Undirected,7111,,4,4
Kenya,Djibouti,Undirected,7112,,4,4
Kenya,Uganda,Undirected,7113,,12,12
Kenya,Saudi Arabia,Undirected,7114,,6,6
Kenya,Sudan,Undirected,7115,,4,4
Kenya,Switzerland,Undirected,7116,,7,7
Kenya,Turkey,Undirected,7117,,8,8
Kenya,Qatar,Undirected,7118,,4,4
Kenya,Eritrea,Undirected,7119,,2,2
Kenya,Italy,Undirected,7120,,2,2
Kenya,United States,Undirected,7121,,2,2
Kenya,Oman,Undirected,7122,,1,1
Libya,Jordan,Undirected,7123,,14,14
Libya,Turkey,Undirected,7124,,16,16
Libya,Saudi Arabia,Undirected,7125,,4,4
Libya,United Arab Emirates,Undirected,7126,,2,2
Libya,Italy,Undirected,7127,,4,4
Libya,Malta,Undirected,7128,,7,7
Rwanda,Uganda,Undirected,7129,,19,19
Rwanda,Turkey,Undirected,7130,,3,3
Rwanda,Tanzania,Undirected,7131,,4,4
Rwanda,United Arab Emirates,Undirected,7132,,2,2
Rwanda,South Sudan,Undirected,7133,,2,2
Rwanda,Qatar,Undirected,7134,,2,2
Rwanda,India,Undirected,7135,,1,1
Rwanda,Djibouti,Undirected,7136,,1,1
Sudan,United Arab Emirates,Undirected,7137,,21,21
Sudan,Bahrain,Undirected,7138,,2,2
Sudan,Yemen,Undirected,7139,,2,2
Sudan,Qatar,Undirected,7140,,4,4
Sudan,Jordan,Undirected,7141,,4,4
Sudan,Saudi Arabia,Undirected,7142,,24,24
Sudan,South Sudan,Undirected,7143,,6,6
Sudan,Turkey,Undirected,7144,,4,4
Sudan,Eritrea,Undirected,7145,,3,3
Sudan,Kuwait,Undirected,7146,,1,1
Sudan,Syria,Undirected,7147,,1,1
Sudan,Oman,Undirected,7148,,1,1
South Sudan,United Arab Emirates,Undirected,7149,,2,2
South Sudan,Uganda,Undirected,7150,,6,6
South Sudan,Eritrea,Undirected,7151,,1,1
Tanzania,United Arab Emirates,Undirected,7152,,5,5
Tanzania,Uganda,Undirected,7153,,9,9
Tanzania,Qatar,Undirected,7154,,5,5
Tanzania,Turkey,Undirected,7155,,5,5
Tanzania,Oman,Undirected,7156,,2,2
Tanzania,Switzerland,Undirected,7157,,2,2
Uganda,United Arab Emirates,Undirected,7158,,3,3
Uganda,Qatar,Undirected,7159,,2,2
