Source,Target,Type,Id,Label,Weight,value
Uganda,Turkey,Undirected,7160,,3,3
Uganda,Eritrea,Undirected,7161,,1,1
Uganda,Djibouti,Undirected,7162,,1,1
Albania,Greece,Undirected,7163,,4,4
Albania,Italy,Undirected,7164,,66,66
Albania,Slovenia,Undirected,7165,,2,2
Albania,Austria,Undirected,7166,,3,3
Albania,Turkey,Undirected,7167,,5,5
Albania,Serbia,Undirected,7168,,1,1
Albania,Hungary,Undirected,7169,,1,1
Albania,Czech Republic,Undirected,7170,,2,2
Albania,France,Undirected,7171,,2,2
Albania,Switzerland,Undirected,7172,,2,2
Bulgaria,Greece,Undirected,7173,,9,9
Bulgaria,France,Undirected,7174,,7,7
Bulgaria,Italy,Undirected,7175,,19,19
Bulgaria,Cyprus,Undirected,7176,,9,9
Bulgaria,Russia,Undirected,7177,,20,20
Bulgaria,Romania,Undirected,7178,,6,6
Bulgaria,Czech Republic,Undirected,7179,,8,8
Bulgaria,Israel,Undirected,7180,,6,6
Bulgaria,Austria,Undirected,7181,,8,8
Bulgaria,Switzerland,Undirected,7182,,5,5
Bulgaria,Serbia,Undirected,7183,,4,4
Bulgaria,Turkey,Undirected,7184,,4,4
Bulgaria,United Arab Emirates,Undirected,7185,,3,3
Bulgaria,Ukraine,Undirected,7186,,3,3
Bulgaria,Iraq,Undirected,7187,,2,2
Bulgaria,Qatar,Undirected,7188,,2,2
Bulgaria,Hungary,Undirected,7189,,1,1
Bulgaria,Slovakia,Undirected,7190,,1,1
Bulgaria,Malta,Undirected,7191,,1,1
Cyprus,Switzerland,Undirected,7192,,14,14
Cyprus,Turkey,Undirected,7193,,38,38
Cyprus,Moldova,Undirected,7194,,2,2
Cyprus,Greece,Undirected,7195,,30,30
Cyprus,Austria,Undirected,7196,,8,8
Cyprus,France,Undirected,7197,,6,6
Cyprus,Belarus,Undirected,7198,,2,2
Cyprus,Latvia,Undirected,7199,,3,3
Cyprus,United Arab Emirates,Undirected,7200,,6,6
Cyprus,Lebanon,Undirected,7201,,6,6
Cyprus,Romania,Undirected,7202,,10,10
Cyprus,Russia,Undirected,7203,,29,29
Cyprus,Israel,Undirected,7204,,11,11
Cyprus,Malta,Undirected,7205,,4,4
Cyprus,Lithuania,Undirected,7206,,3,3
Cyprus,Bahrain,Undirected,7207,,2,2
Cyprus,Serbia,Undirected,7208,,4,4
Cyprus,Ukraine,Undirected,7209,,14,14
Cyprus,Qatar,Undirected,7210,,2,2
Cyprus,Jordan,Undirected,7211,,3,3
Cyprus,Italy,Undirected,7212,,4,4
Cyprus,Hungary,Undirected,7213,,3,3
Cyprus,Czech Republic,Undirected,7214,,3,3
Cyprus,Slovakia,Undirected,7215,,3,3
Cyprus,Georgia,Undirected,7216,,1,1
Croatia,France,Undirected,7217,,27,27
Croatia,Switzerland,Undirected,7218,,29,29
Croatia,Czech Republic,Undirected,7219,,7,7
Croatia,Austria,Undirected,7220,,16,16
Croatia,Greece,Undirected,7221,,5,5
Croatia,Serbia,Undirected,7222,,5,5
Croatia,Italy,Undirected,7223,,16,16
Croatia,Turkey,Undirected,7224,,6,6
Croatia,Bosnia and Herzegovina,Undirected,7225,,4,4
Croatia,Macedonia,Undirected,7226,,2,2
Croatia,Hungary,Undirected,7227,,2,2
Croatia,Russia,Undirected,7228,,8,8
Croatia,South Korea,Undirected,7229,,2,2
Croatia,Qatar,Undirected,7230,,2,2
Croatia,Portugal,Undirected,7231,,2,2
Croatia,Israel,Undirected,7232,,2,2
Croatia,Romania,Undirected,7233,,2,2
France,Switzerland,Undirected,7234,,58,58
France,Guadeloupe,Undirected,7235,,17,17
France,Israel,Undirected,7236,,29,29
France,Turkey,Undirected,7237,,66,66
France,Moldova,Undirected,7238,,4,4
France,Greece,Undirected,7239,,87,87
France,Italy,Undirected,7240,,344,344
France,Czech Republic,Undirected,7241,,40,40
France,Georgia,Undirected,7242,,5,5
France,United States,Undirected,7243,,202,202
France,Malaysia,Undirected,7244,,6,6
France,Austria,Undirected,7245,,38,38
France,Jordan,Undirected,7246,,4,4
France,United Arab Emirates,Undirected,7247,,14,14
France,Serbia,Undirected,7248,,13,13
France,Lebanon,Undirected,7249,,10,10
France,Thailand,Undirected,7250,,6,6
France,India,Undirected,7251,,9,9
France,Colombia,Undirected,7252,,2,2
France,Brazil,Undirected,7253,,12,12
France,Hungary,Undirected,7254,,16,16
France,China,Undirected,7255,,31,31
France,French Guiana,Undirected,7256,,6,6
France,Venezuela,Undirected,7257,,2,2
France,Armenia,Undirected,7258,,7,7
France,Argentina,Undirected,7259,,4,4
France,Azerbaijan,Undirected,7260,,4,4
France,Vietnam,Undirected,7261,,12,12
France,Cuba,Undirected,7262,,7,7
France,Hong Kong,Undirected,7263,,6,6
France,Japan,Undirected,7264,,14,14
France,South Korea,Undirected,7265,,6,6
France,Saudi Arabia,Undirected,7266,,10,10
France,Djibouti,Undirected,7267,,2,2
France,Ukraine,Undirected,7268,,6,6
France,Russia,Undirected,7269,,33,33
France,Peru,Undirected,7270,,4,4
France,Portugal,Undirected,7271,,139,139
France,Slovenia,Undirected,7272,,4,4
France,Mexico,Undirected,7273,,10,10
France,Malta,Undirected,7274,,25,25
France,Romania,Undirected,7275,,25,25
France,Panama,Undirected,7276,,2,2
France,Dominican Republic,Undirected,7277,,18,18
France,Latvia,Undirected,7278,,6,6
France,Chile,Undirected,7279,,4,4
France,Singapore,Undirected,7280,,4,4
France,Netherlands Antilles,Undirected,7281,,15,15
France,Martinique,Undirected,7282,,10,10
France,Belarus,Undirected,7283,,4,4
France,Taiwan,Undirected,7284,,4,4
France,Slovakia,Undirected,7285,,2,2
France,Lithuania,Undirected,7286,,7,7
France,Bahrain,Undirected,7287,,2,2
France,Uzbekistan,Undirected,7288,,4,4
France,Iran,Undirected,7289,,3,3
France,Pakistan,Undirected,7290,,5,5
France,Antigua and Barbuda,Undirected,7291,,4,4
France,Qatar,Undirected,7292,,5,5
France,Puerto Rico,Undirected,7293,,2,2
France,Virgin Islands,Undirected,7294,,2,2
France,Haiti,Undirected,7295,,1,1
France,Sri Lanka,Undirected,7296,,2,2
France,Oman,Undirected,7297,,2,2
France,Montenegro,Undirected,7298,,4,4
France,Costa Rica,Undirected,7299,,2,2
France,Kazakhstan,Undirected,7300,,1,1
France,Kuwait,Undirected,7301,,1,1
France,Turkmenistan,Undirected,7302,,1,1
France,Macedonia,Undirected,7303,,3,3
France,Bosnia and Herzegovina,Undirected,7304,,1,1
France,Ecuador,Undirected,7305,,2,2
France,Maldives,Undirected,7306,,2,2
Greece,Moldova,Undirected,7307,,2,2
Greece,United Arab Emirates,Undirected,7308,,7,7
Greece,Serbia,Undirected,7309,,8,8
Greece,Hungary,Undirected,7310,,8,8
Greece,Russia,Undirected,7311,,60,60
Greece,Italy,Undirected,7312,,68,68
Greece,Switzerland,Undirected,7313,,64,64
Greece,Ukraine,Undirected,7314,,15,15
Greece,Turkey,Undirected,7315,,13,13
Greece,Romania,Undirected,7316,,9,9
Greece,United States,Undirected,7317,,8,8
Greece,Czech Republic,Undirected,7318,,28,28
Greece,Georgia,Undirected,7319,,4,4
Greece,Israel,Undirected,7320,,12,12
Greece,Austria,Undirected,7321,,110,110
Greece,Latvia,Undirected,7322,,4,4
Greece,Qatar,Undirected,7323,,6,6
Greece,Lithuania,Undirected,7324,,8,8
Greece,Malta,Undirected,7325,,5,5
Greece,Lebanon,Undirected,7326,,4,4
Greece,Armenia,Undirected,7327,,4,4
Greece,Jordan,Undirected,7328,,4,4
Greece,Saudi Arabia,Undirected,7329,,7,7
Greece,Portugal,Undirected,7330,,4,4
Greece,Macedonia,Undirected,7331,,1,1
Greece,China,Undirected,7332,,2,2
Greece,Slovakia,Undirected,7333,,8,8
Greece,Bahrain,Undirected,7334,,1,1
Greece,Iraq,Undirected,7335,,1,1
Greece,Singapore,Undirected,7336,,2,2
Greece,Oman,Undirected,7337,,1,1
Hungary,Italy,Undirected,7338,,28,28
Hungary,Serbia,Undirected,7339,,6,6
Hungary,Belarus,Undirected,7340,,3,3
Hungary,Latvia,Undirected,7341,,2,2
Hungary,Malta,Undirected,7342,,5,5
Hungary,Switzerland,Undirected,7343,,4,4
Hungary,Israel,Undirected,7344,,5,5
Hungary,Czech Republic,Undirected,7345,,6,6
Hungary,Austria,Undirected,7346,,3,3
Hungary,Qatar,Undirected,7347,,2,2
Hungary,Romania,Undirected,7348,,3,3
Hungary,Russia,Undirected,7349,,10,10
Hungary,Turkey,Undirected,7350,,6,6
Hungary,Portugal,Undirected,7351,,4,4
Hungary,United Arab Emirates,Undirected,7352,,3,3
Hungary,Azerbaijan,Undirected,7353,,2,2
Hungary,Ukraine,Undirected,7354,,4,4
Hungary,China,Undirected,7355,,4,4
Hungary,Jordan,Undirected,7356,,1,1
Hungary,South Korea,Undirected,7357,,3,3
Hungary,United States,Undirected,7358,,3,3
Hungary,Georgia,Undirected,7359,,1,1
Hungary,Bosnia and Herzegovina,Undirected,7360,,1,1
Hungary,Macedonia,Undirected,7361,,1,1
Hungary,Montenegro,Undirected,7362,,1,1
Hungary,Kazakhstan,Undirected,7363,,1,1
Hungary,Slovakia,Undirected,7364,,2,2
Italy,Switzerland,Undirected,7365,,102,102
Italy,Israel,Undirected,7366,,23,23
Italy,Moldova,Undirected,7367,,30,30
Italy,United States,Undirected,7368,,116,116
Italy,Austria,Undirected,7369,,86,86
Italy,Russia,Undirected,7370,,101,101
Italy,Czech Republic,Undirected,7371,,63,63
Italy,Argentina,Undirected,7372,,4,4
Italy,Jordan,Undirected,7373,,8,8
Italy,United Arab Emirates,Undirected,7374,,19,19
Italy,Serbia,Undirected,7375,,16,16
Italy,Lebanon,Undirected,7376,,8,8
Italy,Romania,Undirected,7377,,98,98
Italy,Portugal,Undirected,7378,,49,49
Italy,Venezuela,Undirected,7379,,3,3
Italy,Sri Lanka,Undirected,7380,,8,8
Italy,India,Undirected,7381,,9,9
Italy,Armenia,Undirected,7382,,3,3
Italy,Brazil,Undirected,7383,,11,11
Italy,Azerbaijan,Undirected,7384,,8,8
Italy,South Korea,Undirected,7385,,11,11
Italy,Iran,Undirected,7386,,8,8
Italy,Turkey,Undirected,7387,,34,34
Italy,Saudi Arabia,Undirected,7388,,16,16
Italy,Ukraine,Undirected,7389,,25,25
Italy,Japan,Undirected,7390,,8,8
Italy,Kuwait,Undirected,7391,,5,5
Italy,Malta,Undirected,7392,,39,39
Italy,China,Undirected,7393,,20,20
Italy,Latvia,Undirected,7394,,18,18
Italy,Macedonia,Undirected,7395,,9,9
Italy,Georgia,Undirected,7396,,6,6
Italy,Montenegro,Undirected,7397,,5,5
Italy,Belarus,Undirected,7398,,4,4
Italy,Bangladesh,Undirected,7399,,2,2
Italy,Mexico,Undirected,7400,,6,6
Italy,Cuba,Undirected,7401,,11,11
Italy,Dominican Republic,Undirected,7402,,6,6
Italy,Qatar,Undirected,7403,,10,10
Italy,Hong Kong,Undirected,7404,,4,4
Italy,Slovakia,Undirected,7405,,9,9
Italy,Lithuania,Undirected,7406,,19,19
Italy,Uzbekistan,Undirected,7407,,5,5
Italy,Bosnia and Herzegovina,Undirected,7408,,2,2
Italy,Maldives,Undirected,7409,,3,3
Italy,Pakistan,Undirected,7410,,3,3
Italy,Singapore,Undirected,7411,,4,4
Italy,Thailand,Undirected,7412,,4,4
Italy,Oman,Undirected,7413,,2,2
Italy,Chile,Undirected,7414,,2,2
Italy,Taiwan,Undirected,7415,,2,2
Slovenia,Turkey,Undirected,7416,,4,4
Slovenia,Czech Republic,Undirected,7417,,2,2
Slovenia,Serbia,Undirected,7418,,5,5
Slovenia,Bosnia and Herzegovina,Undirected,7419,,2,2
Slovenia,Macedonia,Undirected,7420,,2,2
Slovenia,Russia,Undirected,7421,,4,4
Slovenia,Montenegro,Undirected,7422,,4,4
Slovenia,Austria,Undirected,7423,,4,4
Slovenia,Switzerland,Undirected,7424,,4,4
Czech Republic,Russia,Undirected,7425,,63,63
Czech Republic,Belarus,Undirected,7426,,4,4
Czech Republic,Latvia,Undirected,7427,,5,5
Czech Republic,Slovakia,Undirected,7428,,9,9
Czech Republic,United Arab Emirates,Undirected,7429,,10,10
Czech Republic,Uzbekistan,Undirected,7430,,3,3
Czech Republic,Azerbaijan,Undirected,7431,,4,4
Czech Republic,Serbia,Undirected,7432,,3,3
Czech Republic,South Korea,Undirected,7433,,4,4
Czech Republic,Malta,Undirected,7434,,4,4
Czech Republic,Lithuania,Undirected,7435,,2,2
Czech Republic,Switzerland,Undirected,7436,,8,8
Czech Republic,Israel,Undirected,7437,,8,8
Czech Republic,Kazakhstan,Undirected,7438,,3,3
Czech Republic,Romania,Undirected,7439,,10,10
Czech Republic,Armenia,Undirected,7440,,4,4
Czech Republic,Ukraine,Undirected,7441,,8,8
Czech Republic,Austria,Undirected,7442,,2,2
Czech Republic,Turkey,Undirected,7443,,6,6
Czech Republic,Portugal,Undirected,7444,,6,6
Czech Republic,China,Undirected,7445,,6,6
Czech Republic,Georgia,Undirected,7446,,2,2
Czech Republic,Jordan,Undirected,7447,,1,1
Czech Republic,Qatar,Undirected,7448,,2,2
Czech Republic,Lebanon,Undirected,7449,,2,2
Czech Republic,United States,Undirected,7450,,2,2
Israel,Georgia,Undirected,7451,,7,7
Israel,United States,Undirected,7452,,21,21
Israel,Belarus,Undirected,7453,,2,2
Israel,Latvia,Undirected,7454,,3,3
Israel,China,Undirected,7455,,8,8
Israel,Austria,Undirected,7456,,7,7
Israel,Uzbekistan,Undirected,7457,,2,2
Israel,Jordan,Undirected,7458,,4,4
Israel,Azerbaijan,Undirected,7459,,2,2
Israel,Serbia,Undirected,7460,,3,3
Israel,South Korea,Undirected,7461,,2,2
Israel,Switzerland,Undirected,7462,,10,10
Israel,Thailand,Undirected,7463,,5,5
Israel,India,Undirected,7464,,5,5
Israel,Russia,Undirected,7465,,28,28
Israel,Hong Kong,Undirected,7466,,4,4
Israel,Ukraine,Undirected,7467,,17,17
Israel,Romania,Undirected,7468,,17,17
Israel,Turkey,Undirected,7469,,9,9
Israel,Lithuania,Undirected,7470,,2,2
Israel,Moldova,Undirected,7471,,1,1
Israel,Malta,Undirected,7472,,1,1
Israel,Brazil,Undirected,7473,,2,2
Israel,Portugal,Undirected,7474,,3,3
Israel,Armenia,Undirected,7475,,1,1
Malta,Austria,Undirected,7476,,9,9
Malta,Latvia,Undirected,7477,,3,3
Malta,United Arab Emirates,Undirected,7478,,1,1
Malta,Lithuania,Undirected,7479,,3,3
Malta,Russia,Undirected,7480,,8,8
Malta,Switzerland,Undirected,7481,,6,6
Malta,Turkey,Undirected,7482,,8,8
Malta,Jordan,Undirected,7483,,1,1
Malta,Slovakia,Undirected,7484,,1,1
Malta,Serbia,Undirected,7485,,2,2
Malta,Portugal,Undirected,7486,,2,2
Malta,Ukraine,Undirected,7487,,1,1
Malta,Qatar,Undirected,7488,,2,2
Malta,Romania,Undirected,7489,,2,2
Malta,Macedonia,Undirected,7490,,1,1
Austria,Switzerland,Undirected,7491,,27,27
Austria,Georgia,Undirected,7492,,5,5
Austria,Jordan,Undirected,7493,,7,7
Austria,Portugal,Undirected,7494,,17,17
Austria,India,Undirected,7495,,5,5
Austria,Belarus,Undirected,7496,,5,5
Austria,Thailand,Undirected,7497,,6,6
Austria,Latvia,Undirected,7498,,5,5
Austria,China,Undirected,7499,,9,9
Austria,Taiwan,Undirected,7500,,5,5
Austria,United Arab Emirates,Undirected,7501,,6,6
Austria,Turkey,Undirected,7502,,41,41
Austria,Russia,Undirected,7503,,34,34
Austria,Iran,Undirected,7504,,4,4
Austria,Azerbaijan,Undirected,7505,,4,4
Austria,Serbia,Undirected,7506,,10,10
Austria,Kazakhstan,Undirected,7507,,4,4
Austria,South Korea,Undirected,7508,,2,2
Austria,Japan,Undirected,7509,,6,6
Austria,Romania,Undirected,7510,,18,18
Austria,Ukraine,Undirected,7511,,23,23
Austria,Iraq,Undirected,7512,,2,2
Austria,Armenia,Undirected,7513,,6,6
Austria,United States,Undirected,7514,,20,20
Austria,Moldova,Undirected,7515,,3,3
Austria,Slovakia,Undirected,7516,,2,2
Austria,Bosnia and Herzegovina,Undirected,7517,,3,3
Austria,Macedonia,Undirected,7518,,3,3
Austria,Montenegro,Undirected,7519,,4,4
Austria,Lithuania,Undirected,7520,,2,2
Austria,Qatar,Undirected,7521,,2,2
Austria,Saudi Arabia,Undirected,7522,,2,2
Austria,Maldives,Undirected,7523,,2,2
Portugal,Moldova,Undirected,7524,,2,2
Portugal,Switzerland,Undirected,7525,,47,47
Portugal,United States,Undirected,7526,,41,41
Portugal,United Arab Emirates,Undirected,7527,,5,5
Portugal,Ukraine,Undirected,7528,,5,5
Portugal,Russia,Undirected,7529,,6,6
Portugal,Turkey,Undirected,7530,,6,6
Portugal,Brazil,Undirected,7531,,30,30
Portugal,Venezuela,Undirected,7532,,6,6
Portugal,Romania,Undirected,7533,,4,4
Portugal,Qatar,Undirected,7534,,2,2
Portugal,Lithuania,Undirected,7535,,2,2
Portugal,South Korea,Undirected,7536,,2,2
Bosnia and Herzegovina,Serbia,Undirected,7537,,6,6
Bosnia and Herzegovina,Switzerland,Undirected,7538,,2,2
Bosnia and Herzegovina,Turkey,Undirected,7539,,8,8
Bosnia and Herzegovina,United Arab Emirates,Undirected,7540,,1,1
Bosnia and Herzegovina,Qatar,Undirected,7541,,2,2
Romania,Moldova,Undirected,7542,,6,6
Romania,United Arab Emirates,Undirected,7543,,7,7
Romania,Serbia,Undirected,7544,,4,4
Romania,Switzerland,Undirected,7545,,6,6
Romania,Lebanon,Undirected,7546,,4,4
Romania,Turkey,Undirected,7547,,11,11
Romania,Qatar,Undirected,7548,,2,2
Romania,Jordan,Undirected,7549,,5,5
Romania,Russia,Undirected,7550,,4,4
Romania,Ukraine,Undirected,7551,,1,1
Romania,Armenia,Undirected,7552,,2,2
Romania,Georgia,Undirected,7553,,2,2
Switzerland,Turkey,Undirected,7554,,32,32
Switzerland,Serbia,Undirected,7555,,22,22
Switzerland,Macedonia,Undirected,7556,,8,8
Switzerland,United States,Undirected,7557,,70,70
Switzerland,India,Undirected,7558,,8,8
Switzerland,Belarus,Undirected,7559,,2,2
Switzerland,Latvia,Undirected,7560,,3,3
Switzerland,China,Undirected,7561,,7,7
Switzerland,Qatar,Undirected,7562,,6,6
Switzerland,United Arab Emirates,Undirected,7563,,16,16
Switzerland,South Korea,Undirected,7564,,2,2
Switzerland,Thailand,Undirected,7565,,4,4
Switzerland,Russia,Undirected,7566,,16,16
Switzerland,Brazil,Undirected,7567,,4,4
Switzerland,Cuba,Undirected,7568,,4,4
Switzerland,Hong Kong,Undirected,7569,,4,4
Switzerland,Ukraine,Undirected,7570,,6,6
Switzerland,Japan,Undirected,7571,,6,6
Switzerland,Dominican Republic,Undirected,7572,,4,4
Switzerland,Singapore,Undirected,7573,,6,6
Switzerland,Lebanon,Undirected,7574,,2,2
Switzerland,Jordan,Undirected,7575,,4,4
Switzerland,Saudi Arabia,Undirected,7576,,5,5
Switzerland,Oman,Undirected,7577,,4,4
Switzerland,Montenegro,Undirected,7578,,2,2
Switzerland,Moldova,Undirected,7579,,1,1
Switzerland,Azerbaijan,Undirected,7580,,1,1
Switzerland,Kuwait,Undirected,7581,,1,1
Switzerland,Argentina,Undirected,7582,,2,2
Switzerland,Costa Rica,Undirected,7583,,2,2
Switzerland,Maldives,Undirected,7584,,2,2
Switzerland,Mexico,Undirected,7585,,2,2
Switzerland,Slovakia,Undirected,7586,,1,1
Turkey,Tajikistan,Undirected,7587,,6,6
Turkey,Russia,Undirected,7588,,86,86
Turkey,Ukraine,Undirected,7589,,56,56
Turkey,Moldova,Undirected,7590,,4,4
Turkey,Saudi Arabia,Undirected,7591,,64,64
Turkey,India,Undirected,7592,,13,13
Turkey,Belarus,Undirected,7593,,5,5
Turkey,Latvia,Undirected,7594,,4,4
Turkey,China,Undirected,7595,,24,24
Turkey,United Arab Emirates,Undirected,7596,,26,26
Turkey,Iran,Undirected,7597,,35,35
Turkey,Afghanistan,Undirected,7598,,8,8
Turkey,Singapore,Undirected,7599,,6,6
Turkey,Bahrain,Undirected,7600,,14,14
Turkey,Uzbekistan,Undirected,7601,,11,11
Turkey,Azerbaijan,Undirected,7602,,18,18
Turkey,Kuwait,Undirected,7603,,15,15
Turkey,Serbia,Undirected,7604,,13,13
Turkey,Kazakhstan,Undirected,7605,,19,19
Turkey,South Korea,Undirected,7606,,8,8
Turkey,Iraq,Undirected,7607,,72,72
Turkey,Georgia,Undirected,7608,,12,12
Turkey,Lebanon,Undirected,7609,,8,8
Turkey,Malaysia,Undirected,7610,,5,5
Turkey,Japan,Undirected,7611,,8,8
Turkey,Qatar,Undirected,7612,,15,15
Turkey,Kyrgyzstan,Undirected,7613,,13,13
Turkey,Macedonia,Undirected,7614,,4,4
Turkey,Jordan,Undirected,7615,,10,10
Turkey,Turkmenistan,Undirected,7616,,6,6
Turkey,Thailand,Undirected,7617,,6,6
Turkey,Yemen,Undirected,7618,,2,2
Turkey,Bangladesh,Undirected,7619,,2,2
Turkey,Brazil,Undirected,7620,,2,2
Turkey,Hong Kong,Undirected,7621,,2,2
Turkey,United States,Undirected,7622,,30,30
Turkey,Pakistan,Undirected,7623,,6,6
Turkey,Djibouti,Undirected,7624,,2,2
Turkey,Nepal,Undirected,7625,,2,2
Turkey,Oman,Undirected,7626,,7,7
Turkey,Maldives,Undirected,7627,,2,2
Turkey,Montenegro,Undirected,7628,,2,2
Turkey,Lithuania,Undirected,7629,,2,2
Turkey,Armenia,Undirected,7630,,1,1
Turkey,Eritrea,Undirected,7631,,2,2
Turkey,Colombia,Undirected,7632,,1,1
Turkey,Venezuela,Undirected,7633,,2,2
Turkey,Indonesia,Undirected,7634,,4,4
Turkey,Vietnam,Undirected,7635,,5,5
Turkey,Cuba,Undirected,7636,,1,1
Turkey,Slovakia,Undirected,7637,,3,3
Turkey,Philippines,Undirected,7638,,2,2
Turkey,Panama,Undirected,7639,,2,2
Turkey,Taiwan,Undirected,7640,,2,2
Turkey,Mexico,Undirected,7641,,2,2
Moldova,Russia,Undirected,7642,,14,14
Moldova,Ukraine,Undirected,7643,,3,3
Moldova,Latvia,Undirected,7644,,2,2
Moldova,United Arab Emirates,Undirected,7645,,2,2
Moldova,Belarus,Undirected,7646,,1,1
Macedonia,United Arab Emirates,Undirected,7647,,2,2
Macedonia,Serbia,Undirected,7648,,2,2
Macedonia,Qatar,Undirected,7649,,2,2
Macedonia,Slovakia,Undirected,7650,,1,1
Serbia,United Arab Emirates,Undirected,7651,,7,7
Serbia,Russia,Undirected,7652,,5,5
Serbia,Montenegro,Undirected,7653,,8,8
Serbia,Belarus,Undirected,7654,,1,1
Serbia,Slovakia,Undirected,7655,,1,1
Serbia,Lebanon,Undirected,7656,,1,1
Serbia,United States,Undirected,7657,,1,1
Serbia,Qatar,Undirected,7658,,2,2
Montenegro,Russia,Undirected,7659,,20,20
Slovakia,Russia,Undirected,7660,,2,2
Slovakia,Ukraine,Undirected,7661,,3,3
Slovakia,United Arab Emirates,Undirected,7662,,1,1
Turks and Caicos Islands,United States,Undirected,7663,,38,38
Turks and Caicos Islands,Bahamas,Undirected,7664,,7,7
Turks and Caicos Islands,Haiti,Undirected,7665,,8,8
Turks and Caicos Islands,Jamaica,Undirected,7666,,2,2
Turks and Caicos Islands,Dominican Republic,Undirected,7667,,7,7
Turks and Caicos Islands,Puerto Rico,Undirected,7668,,2,2
Turks and Caicos Islands,Antigua and Barbuda,Undirected,7669,,2,2
Dominican Republic,Netherlands Antilles,Undirected,7670,,16,16
Dominican Republic,Martinique,Undirected,7671,,2,2
Dominican Republic,Guadeloupe,Undirected,7672,,7,7
Dominican Republic,Argentina,Undirected,7673,,7,7
Dominican Republic,United States,Undirected,7674,,148,148
Dominican Republic,Aruba,Undirected,7675,,5,5
Dominican Republic,Colombia,Undirected,7676,,8,8
Dominican Republic,Peru,Undirected,7677,,6,6
Dominican Republic,Puerto Rico,Undirected,7678,,19,19
Dominican Republic,Antigua and Barbuda,Undirected,7679,,8,8
Dominican Republic,Panama,Undirected,7680,,8,8
Dominican Republic,Cuba,Undirected,7681,,5,5
Dominican Republic,Costa Rica,Undirected,7682,,2,2
Dominican Republic,Brazil,Undirected,7683,,13,13
Dominican Republic,Venezuela,Undirected,7684,,6,6
Dominican Republic,Jamaica,Undirected,7685,,4,4
Dominican Republic,Chile,Undirected,7686,,2,2
Dominican Republic,Haiti,Undirected,7687,,8,8
Dominican Republic,Russia,Undirected,7688,,8,8
Dominican Republic,Mexico,Undirected,7689,,3,3
Dominican Republic,British Virgin Islands,Undirected,7690,,1,1
Dominican Republic,Bahamas,Undirected,7691,,1,1
Dominican Republic,Barbados,Undirected,7692,,1,1
Guatemala,Mexico,Undirected,7693,,10,10
Guatemala,Belize,Undirected,7694,,5,5
Guatemala,Honduras,Undirected,7695,,18,18
Guatemala,United States,Undirected,7696,,42,42
Guatemala,Colombia,Undirected,7697,,3,3
Guatemala,El Salvador,Undirected,7698,,7,7
Guatemala,Costa Rica,Undirected,7699,,7,7
Guatemala,Nicaragua,Undirected,7700,,4,4
Guatemala,Panama,Undirected,7701,,2,2
Honduras,Belize,Undirected,7702,,4,4
Honduras,United States,Undirected,7703,,44,44
Honduras,Mexico,Undirected,7704,,2,2
Honduras,El Salvador,Undirected,7705,,6,6
Honduras,Costa Rica,Undirected,7706,,10,10
Honduras,Panama,Undirected,7707,,4,4
Honduras,Cayman Islands,Undirected,7708,,5,5
Jamaica,Netherlands Antilles,Undirected,7709,,4,4
Jamaica,United States,Undirected,7710,,98,98
Jamaica,Antigua and Barbuda,Undirected,7711,,2,2
Jamaica,Barbados,Undirected,7712,,2,2
Jamaica,Bahamas,Undirected,7713,,2,2
Jamaica,Trinidad and Tobago,Undirected,7714,,2,2
Jamaica,Panama,Undirected,7715,,5,5
Jamaica,Cuba,Undirected,7716,,3,3
Jamaica,Cayman Islands,Undirected,7717,,3,3
Jamaica,Guyana,Undirected,7718,,2,2
Jamaica,Peru,Undirected,7719,,2,2
Mexico,Colombia,Undirected,7720,,20,20
Mexico,United States,Undirected,7721,,905,905
Mexico,Cuba,Undirected,7722,,19,19
Mexico,Costa Rica,Undirected,7723,,10,10
Mexico,Belize,Undirected,7724,,5,5
Mexico,Venezuela,Undirected,7725,,2,2
Mexico,Panama,Undirected,7726,,18,18
Mexico,Argentina,Undirected,7727,,4,4
Mexico,Brazil,Undirected,7728,,8,8
Mexico,Peru,Undirected,7729,,11,11
Mexico,El Salvador,Undirected,7730,,10,10
Mexico,Chile,Undirected,7731,,6,6
Mexico,Ecuador,Undirected,7732,,5,5
Mexico,Japan,Undirected,7733,,6,6
Mexico,China,Undirected,7734,,5,5
Mexico,Russia,Undirected,7735,,2,2
Mexico,Australia,Undirected,7736,,1,1
Mexico,South Korea,Undirected,7737,,2,2
Mexico,Nicaragua,Undirected,7738,,2,2
Nicaragua,Costa Rica,Undirected,7739,,8,8
Nicaragua,United States,Undirected,7740,,14,14
Nicaragua,Panama,Undirected,7741,,4,4
Nicaragua,El Salvador,Undirected,7742,,7,7
Nicaragua,Venezuela,Undirected,7743,,1,1
Panama,Costa Rica,Undirected,7744,,15,15
Panama,Venezuela,Undirected,7745,,15,15
Panama,United States,Undirected,7746,,70,70
Panama,Haiti,Undirected,7747,,4,4
Panama,Trinidad and Tobago,Undirected,7748,,4,4
Panama,Colombia,Undirected,7749,,28,28
Panama,El Salvador,Undirected,7750,,4,4
Panama,Paraguay,Undirected,7751,,2,2
Panama,Aruba,Undirected,7752,,3,3
Panama,Brazil,Undirected,7753,,18,18
Panama,Argentina,Undirected,7754,,10,10
Panama,Netherlands Antilles,Undirected,7755,,4,4
Panama,Ecuador,Undirected,7756,,7,7
