Id	name	popularity	modularity_class	rol	betweenesscentrality
7eCV5haSJZFNswFd6asIZp	Lionel Ferro	25	1	role_1	35393902247
4MDGtU9Iz3Suf6YeidG2Y4	DY Krazy	25	8	role_1	1505702085
2gp9CKpKZy4uyB9WXBuGNr	Didier	25	11	role_1	39236230198
4ipu1Wi05H8ZdEkvULDaKI	VITO (UK)	25	9	role_1	4352277236
3mVv4ryrJNL3iFcLqZmbOC	Dj Roberto Da'Silva	25	9	role_1	3251879025
4Pnl3TKhOZWqZoulVNYWDl	Antho Mattei	24	1	role_4	11729396593
30zaUiWxGl2IDR0dTiRrXO	Lelé	24	7	role_0	11678951796
1sm9kgIGwWpEWAHmqpSZhg	Joaking El 18	24	7	role_3	17452009372
1QLXQU95X4LRBK4VNTUAQB	Franco Rizzaro	24	7	role_5	41815841774
5Xh26GZCsLrQ5Gzi6Cz0jR	Lobo DJ	24	9	role_3	110651907
2vtok5FpY8afpLG9ZOmAod	Francis De Simone	24	9	role_0	1057578079
2LI6qhH2fF1uoJpmquvoCn	Dessia el Otro	23	7	role_1	6678214121
5jR5wlRiMP8HNvtqdJXQRT	Zakrif	22	0	role_4	87268053505
1nEnWkQ9oAZWNrLtXGXCrU	Owin y Jack	21	7	role_3	12461208106
7rIbJ4XkDKLhd5emHAs66i	AriGameplays	21	2	role_1	4319795799
3XLuPaPUUs50Zn6wtvdVvx	Rincón De Luz	20	1	role_5	8376899538
3n1Am4GBPZ5NL2fGnwAUW1	Carreraaa	20	2	role_1	2624179492
33O0LdSANvbbly9A2Wmj1l	YRN Murk	19	8	role_1	1384774434
5X3p9eBNeaXZYdgoL9MGl8	Auron	18	2	role_1	21988874263
1baVi2FAPsMovLRrbkj991	Cris Morena	18	1	role_1	13909573314
5nOKCv6am7apByMPUodIpp	Gaston Soffritti	18	1	role_5	2781010055
0LshFzya5NZaIWt8R2Ha4o	ViveRo	18	1	role_1	12084912355
36j2bzgU6sbViHKCNz00ex	Wheezy	18	8	role_5	322646697
0H7gO9034PdQXaznEoNWZv	Consentidos	17	1	role_5	12052618388
4UgFoYbaOkIWLFgSOKhw7E	David Figueira	17	9	role_1	1471357202
3w13fOLhbYgWgcHu1SctCb	Mrodriguez	17	9	role_1	4944538421
6AaHZ8l8B4ACkCkQ8JaMLD	Angel Doza	16	9	role_1	379597375
1sHQPCdw97OD84E9DCBAjR	Will Garcia	14	9	role_1	548353061
4UiscrsMAvNTveh7RaHLL1	Lexont	12	9	role_4	12653085405
5q7lPfibkG4NwlHt9uJUGZ	Victor Guedez	11	9	role_1	187485728
3QDq76AYkHaotSMANOG1W9	Hotel Dieu	9	9	role_5	1745638314
4wVi3o45KwxkuoUP1kz4Xb	Cristofer Laroye	8	9	role_1	782087387
1PerJW3dTTCREGmorRvazt	Kalem	8	10	role_0	4037
4FOiEKPQZ60hzEXm0Vgyg3	Julián Serrano	7	7	role_0	22806509051
0ETxCHseCHEP2jjFYNuDPl	Maurizio Ruggiero	7	9	role_4	7133622058
2scMRzGhBxMCwJicHhbPYJ	Treze yt	6	7	role_3	7736323802
6uceCFXbUnFRoUSqTNevMb	Rocco Gang	5	7	role_3	25856461258
24tEt12aPlZyRce0uF95Cr	Elejota Santos	4	9	role_1	301467195
7f5Z24hcZNWs2mVEsfHnGC	5K 808Mafia	3	8	role_5	762678899
0elWFr7TW8piilVRYJUe4P	Natanael Cano	87	3	role_2	21865641924
3Me35AWHCGqW4sZ7bWWJt1	Xavi	86	3	role_1	501719139961
1r4hJ1h58CWwUQe3MxPuau	Maluma	84	5	role_3	979096366
329e4yvIujISKGKz1BZZbO	Farruko	82	5	role_1	593233465
0tmwSHipWxN12fsoLcFU3B	Manuel Turizo	82	5	role_1	2552392983
5lwmRuXgjX8xIwlnauTZIP	Romeo Santos	81	5	role_3	12249422
0XwVARXT135rw8lyw1EeWP	Christian Nodal	81	3	role_5	97324501746
33ScadVnbm2X8kkUqOkC6Z	Don Omar	81	5	role_1	1564383834
4az97MtWmBQ5Db3GfDh9j9	Morad	80	5	role_0	185510394
07YUOmWljBTXwIseAUd9TW	Sebastian Yatra	79	5	role_4	3290246523
1SupJlEpv7RS2tPNRaHViT	Nicky Jam	79	5	role_1	23886094524
2C6i0I5RiGzDKN9IAF8reh	Banda MS de Sergio Lizárraga	78	3	role_2	75531725791
1wZtkThiXbVNtj6hee6dz9	Wisin & Yandel	78	5	role_3	1161771512
0XeEobZplHxzM9QzFQWLiR	Eslabon Armado	78	3	role_2	80710379246
2oQX8QiMXOyuqbcZEFsZfm	El Alfa	78	5	role_0	0
28gNT5KBp7IjEOQoevXf9N	Camilo	77	5	role_4	13713237111
4obzFoKoKRHIphyHzJ35G3	Becky G	77	5	role_4	60640752416
3YbOSxo85kla7RID8ugnW3	Los Temerarios	77	3	role_1	54448253
4PPoI9LuYeFX8V674Z1R6l	Vicente Fernández	76	3	role_0	33258093469
3EiLUeyEcA6fbRPSHkG5kb	De La Ghetto	76	5	role_1	4312346937
3hYtANQYrE6pd2PbtEyTIy	Los Tigres Del Norte	76	3	role_4	3116118746
0mA4dkNGiN4fqTBi2SLlAv	Edgardo Nuñez	76	3	role_1	8841997811
1yX62RHdYysNcIrO33WQxJ	Dani Flow	76	5	role_0	494552285998
21451j1KhjAiaYKflxBjr1	Zion & Lennox	75	5	role_3	4005677558
5bSfBBCxY8QAk4Pifveisz	La Arrolladora Banda El Limón De Rene Camacho	75	3	role_5	77881756633
5H1nN1SzW0qNeUEZvuXjAj	Danny Ocean	75	5	role_2	3201829373
2hejA1Dkf8v8R0koF44FvW	Gera MX	75	5	role_0	137
1ZMJSCQw8DIefcLb1FIpY0	Los Dareyes De La Sierra	75	3	role_2	4868189674
4axKuDPr6WKcDCyh8vueTY	Luar La L	75	5	role_1	31105781714
5eumcnUkdmGvkvcsx1WFNG	Tito Double P	75	3	role_1	3312966117
4jogXSSvlyMkODGSZ2wc2P	Calibre 50	74	3	role_5	10858658813
3E6xrwgnVfYCrCs0ePERDz	Wisin	74	5	role_1	2137429002
4bw2Am3p9ji3mYsXNXtQcd	Piso 21	74	5	role_1	2439755434
6sq1yF0OZEWA4xoXVKW1L9	Alejandro Fernández	74	3	role_2	16179027474
4mN0qcMxWX8oToqfDPM5yV	José José	74	3	role_5	1922287
3tJnB0s6c3oXPq1SCCavnd	Marco Antonio Solís	74	3	role_2	6988433153
4QFG9KrGWEbr6hNA58CAqE	Alemán	74	5	role_0	1094
6PH3FLQAxtqYy46Zv08bpV	Ivan Cornejo	74	3	role_2	1138236481
6OBGbSaBUvQtk9wpQfDbOE	Kevin Kaarl	73	5	role_2	112846557776
0my6Pg4I28dVcZLSpAkqhv	El Fantasma	73	3	role_2	544187585
00me4Ke1LsvMxt5kydlMyU	Cosculluela	73	5	role_1	2731590538
1pgDilWYDWLoOgGjf1iHNu	Zion	73	5	role_1	811468598
6XTGKOV9jceQ6f67lnhpbF	LATIN MAFIA	73	5	role_4	14806529806
6twEaJ9RPRYiCmWapjG8xh	Tony Aguirre	73	3	role_1	4322059833
1GDbiv3spRmZ1XdM1jQbT7	NATTI NATASHA	72	5	role_1	47732504251
4J13m9IZh03PEhoxAxRhXO	Gerardo Ortiz	72	3	role_5	9351384176
5TYxZTjIPqKM8K8NuP9woO	C. Tangana	72	5	role_5	38721521
0GpuSge5ffZ053NhXxgQkV	Cardenales De Nuevo León	72	3	role_4	5911251197
49EE6lVLgU8sp7dFgPshgM	La Adictiva	71	3	role_2	1550864732
3SUT1jjM5hzZj9TLfLZGIP	Tego Calderón	71	5	role_1	255432307
41ESHLayJ5sDKjAOv6cMhe	Ana Gabriel	71	3	role_2	600121848
108moq3rq6bm1M4Ypz0J02	Intocable	71	3	role_0	3481357049
3LKXWvXFWrkwUzJWxzwVpW	Tony Dize	71	5	role_3	26586427
6AcOTCYBMvjKYy4zms0kaC	Banda El Recodo	71	3	role_5	110852361901
6ElqtIfQsAkEYypgfJIjeK	DannyLux	71	3	role_2	11422773271
2ydZrTy8U3kOMOzx20s3dg	DJ Nelson	71	5	role_4	1953185908
3bvfu2KAve4lPHrhEFDZna	Lola Indigo	71	5	role_0	13401956845
22dFwJoRBV51ue5TGnC7Dt	Beny Jr	71	5	role_0	1504793876
2Atk4SWx7daQtItQBa735M	Yeri Mua	71	5	role_0	4056813337
4A4qYy2jK9DDN1OHV0nLkH	Código FN	71	3	role_1	603265662
6P6GTRTigHBp8ZesNtpCKH	Almighty	71	5	role_4	6998498557
5TcnuUD5MHBfd1cO4kweWD	Alex Favela	71	3	role_2	469411507
6bpv92ES2Vcv2OKA3DAhgw	Joaquin Medina	71	3	role_2	654245564
1RBzGO6Nm3uyhUSxP7EDWO	KEVIN ROLDAN	70	5	role_3	1579557354
5xSx2FM8mQnrfgM1QsHniB	Danna Paola	70	5	role_2	176882624
4IMAo2UQchVFyPH24PAjUs	Jowell & Randy	70	5	role_1	467272072
2wC90WSKQd0BvdxJZ0mObr	El Komander	70	3	role_2	123687143617
1cUpGtXcSQsovNYEZOQgOG	Nanpa Básico	70	5	role_0	521538521
0nnp7oJpY2J6yZOqtdKaWq	Duelo	70	3	role_2	38853142468
0YinUQ50QDB7ZxSCLyQ40k	Mustard	70	8	role_0	5143651
4yjm4SvYqC5FFuLbB6TyHr	Bellakath	70	5	role_0	87277060616
43BxCL6t4c73BQnIJtry5v	James Hype	70	9	role_0	25055843
1NNRWkhwmcXRimFYSBpB1y	Yng Lvcas	70	5	role_2	209560017909
4CQdcx66F116k2db2Y0rjE	Hades66	70	5	role_5	9473613942
5bWUlnPx9OYKsLiUJrhCA1	Jon Z	69	5	role_3	1072626889
0vjeBgTzYTwmYoVySJzXGD	Virlan Garcia	69	3	role_2	4448136334
2uyweLa0mvPZH6eRzDddeB	Rocío Dúrcal	69	3	role_5	7448779504
2OHKEe204spO7G7NcbeO2o	Ñejo	69	5	role_4	8656679504
3JSSjGYcIkgsrz7892CelT	Ed Maverick	69	5	role_0	1441357167
0PN0fbe41KbuzlRYnoajNm	Antonio Aguilar	69	3	role_4	4570885548
6qhOH2mrlqUDod9sWA5kR2	Leo Dan	69	3	role_5	16325202656
0qTZZWLzuD59Un5r1speHm	Chris Jedi	69	5	role_3	898646299
0GgyFUpOyzWDRDqx8FCTDN	Baby Rasta	69	5	role_1	1005905792
4BwiodzEp9Hwes5HeFjMVK	Pesado	69	3	role_2	2095562896
73c2MjCAFNyKYIs7nBlqG2	Marisela	69	3	role_2	741741069
5lYeiQxUTcGKVgAuTqbTeL	Charles Ans	69	5	role_0	411083333
3VrGfWE8YdYMK4ySpnE0ly	Lyrical Lemonade	69	8	role_3	162622197
10VBp06W8NIgMW4JruLCC4	Kidd Voodoo	69	0	role_3	2265964645
1r3tpVQ08jFAA2P4xzV5o4	Gaby Music	69	5	role_5	8793474
5dbaLmK5SHLLg8Z4CcTJpX	Greeicy	68	5	role_4	1843909817
6XFITTl7cFTdopDY3lUdlY	J Alvarez	68	5	role_1	152245397
34nbQa7Hug9DYkRJpfKNFv	T3R Elemento	68	3	role_2	259852574346
5fJsY7afrbsyzJj9wdzJMh	Tito "El Bambino"	68	5	role_1	8999059886
3CAhiUHkUYT1mFtVHM9SHA	Valentín Elizalde	68	3	role_0	86509141384
44mEtidu0VdRkIqO4IbkNa	Marca MP	68	3	role_4	1609169511
1Q6SZxTvaE3HhslV0iXbI6	Herencia de Patrones	68	3	role_2	583960844
1aWJsBQa67l72j1VT3D6Ow	Micro TDH	68	5	role_5	11676340973
46WT0eTBzCslHoVsLahvfE	Banda Pequeños Musical	68	3	role_2	9309164922
2pQAUIesBqfT87PaM1ijtk	Trap Capos	68	5	role_3	524185168
1yPvnL2XGGehNiOGWzcAAG	Dan Sanchez	68	3	role_2	25081593086
0jeYkqwckGJoHQhhXwgzk3	Cruz Cafuné	68	5	role_5	674899864
7kNqXtgeIwFtelmRjWv205	John Summit	68	9	role_2	99898199
5PlfkPxwCpRRWQJBxCa0By	HUGEL	68	9	role_5	166210709
5DUlefCLzVRzNWaNURTFpK	Cali Y El Dandee	67	5	role_2	1286604459
2Lxa3SFNEW0alfRvtdXOul	Ariel Camacho y Los Plebes Del Rancho	67	3	role_2	251183602922
4LFOoXhMhnq9U8VsZkSwxl	Edwin Luna y La Trakalosa de Monterrey	67	3	role_2	18492351522
7hIqJfRYGBWWT1Qxu6Cpd2	Andy Rivera	67	5	role_2	7625478807
3hTffafUYLLgO4yuPAxb5U	Lenin Ramírez	67	3	role_2	1466233319
2DmYtFBKcxb3ajwWWgA576	Emmanuel	67	3	role_2	1879046515
5lFhCi03HDneWzvCxGctrT	Jory Boy	67	5	role_3	2494313302
0NWbwDZY1VkRqFafuQm6wk	Mike WiLL Made-It	67	8	role_0	22492573
7DkseLyOZrdRjCuoWFtqFi	Edicion Especial	67	3	role_2	1248289222
5NUPPRjsbXHNyVDrUESYeh	Grupo Arriesgado	67	3	role_2	225078908
768O5GliF0bqscyghggrbE	Polimá Westcoast	67	0	role_3	273874478
0Yg29FX1M4ayqjXs0ttZFq	Young Cister	67	0	role_3	310965253
7GQDI5Vmxs92RsIRZzYT11	Pirlo	67	5	role_5	3426076344
4WFwvZ4L8FZbt3qubbQJS6	Michelle Maciel	67	3	role_2	9252160122
0eecdvMrqBftK0M1VKhaF4	CNCO	66	5	role_2	5870000531
4bPiOPI4V99cepEftvBYak	Banda Los Recoditos	66	3	role_2	21825029805
2Cy7KBSkqu7otJfuMTWT7Y	Camilo Sesto	66	3	role_2	80643274
0haZhu4fFKt0Ag94kZDiz2	Sofía Reyes	66	5	role_2	127446695974
6ziEnj8UydSg8dr68C3aut	Los Caminantes	66	3	role_1	611143651
4stSxe6AbpXw3x7nRDsYVX	Remmy Valenzuela	66	3	role_2	53049701852
2bxxlINUlcMQQb39K7IopR	Abraham Mateo	66	5	role_2	39685125042
6JoYL9QYbdgPb6EuE5J2pC	Gerardo Coronel	66	3	role_4	23574117
5xwugJ4uudppmOCCZateE5	Liberación	66	3	role_1	10647633832
3VHAySZQPlfGlNLslzXYpN	NATHY PELUSO	66	7	role_5	1494279432
1Zkxm1dM3HI3QkTmxUEVQA	Los Gemelos De Sinaloa	66	3	role_2	927115416
04mzq9GH08zOBRdV2gzmXm	El Padrinito Toys	66	3	role_1	2431723412
5MEewKjCN4Dw20OFV2IGMo	Los Primos del Este	66	3	role_2	137259592186
3E12tRURRvPfHz0hAMCFYc	Omar Courtz	66	5	role_5	51042121881
6cnl6Jz97730GUS8zEAK77	Los Plebes del Rancho de Ariel Camacho	65	3	role_2	21960323958
1phfTBIocBW3UwqcYjaEN6	Mike Bahía	65	5	role_2	1635133677
5dmU7FrmtbQaSzIvGsE4Jp	Pancho Barraza	65	3	role_0	22661234563
1fctva4kpRbg2k3v7kwRuS	Rvssian	65	5	role_3	1819636009
2wmwGWrqRizLaSEYrm5dzZ	Los Huracanes del Norte	65	3	role_0	33536772
128ftF9X7Kd7Di2fq3wYVs	Jamby El Favo	65	5	role_3	5103202442
1glBi4zyzqaSQoy8ReU0rz	Grupo Los de la O	65	3	role_2	1816835667
5IaAggho4F1gWHE5REe1e8	Los Rehenes	65	3	role_1	21900039811
5L6QAKAkdJIPLsNbItZ2KF	El Trono de Mexico	65	3	role_2	20529253083
0zgFL90nGTrH2iOMD8Vysy	Sabino	65	5	role_0	11567688
4lHAjTCvXGu8QIM3cEe93m	Maka	65	5	role_2	2004707959
0CBKUzrf6yGdTgxAQbUUHS	Rafaga	65	1	role_3	456560318
11YLRSsZA3YVuQQtHXKTlz	Rafa Pabön	65	5	role_1	27198841586
2NZD6Gqfk60GEcAAnJKVsR	Stars Music Chile	65	0	role_3	3073237686
7tU1VKOuxiNZwBZC6RHidA	Alexis y Fido	64	5	role_1	3196505512
01rgao9OzfBm2BOHWJpi1Y	Espinoza Paz	64	3	role_0	19255977823
1lQO7ePBTp5yOfVK9hicoJ	Fidel Rueda	64	3	role_5	99694985727
59Ih0XIAzMXq7Yf9ny3u5t	El Chapo De Sinaloa	64	3	role_5	101974667358
2T06whb4s6UiufL1j5Qtz9	José Alfredo Jimenez	64	3	role_0	418501687
7MyUjj79oHy7I8RocrtzZ2	Banda Machos	64	3	role_2	12052880225
5YNi3BopLa4XtYRtzML80L	Sergio Vega "El Shaka"	64	3	role_5	19836172341
1QJbbsxg2wqidJj51d3otw	Natos y Waor	64	5	role_0	40101486
2TjgzYcbTdsZjbT9OItIeB	Héctor "El Father"	64	5	role_3	1680376743
7A8S43ryYdbWpJKeHRZRcq	JACKBOYS	64	8	role_0	49687756
7qYeIN2r4H1kBvr0Gm9Iav	Randy	64	5	role_4	7917755348
0IoWUuXfqpkfpxBRzthHU4	Codiciado	64	3	role_2	2603829892
4kJ2OBSNasUA4yOT5NCfCl	Luis Angel "El Flaco"	64	3	role_0	2372543723
5aZppZ1lCv3Y09RuunlN1a	Los Farmerz	64	3	role_2	769323289
0ocHleb3SllGNQQcDH35Xz	Herencia De Grandes	64	3	role_2	770572103
0w1sbtZVQoK6GzV4A4OkCv	Mau P	64	9	role_2	1312137
0shHIQr8VamXbzM66kwGQo	TATOOL	64	7	role_3	31148488004
5NS0854TqZQVoRmJKSWtFZ	Chino & Nacho	63	5	role_2	2116682938
4OgNARLQSC4yy7Dsa5cqxx	Yuri	63	3	role_2	891504339
1GAymyGBvB4gQy5Z5LZ1Wj	Lalo Ebratt	63	5	role_3	1716691165
1ykothWH0xl8drRyJWuw7I	Ñejo & Dalmata	63	5	role_1	3257448234
3SEztK9fNxg81qZ8qETGNT	Yeison Jimenez	63	5	role_0	0
30fEdZPXgWfC4sNttcyB3C	La Renga	63	6	role_1	190779682
43qxAkuKFB6fMNSeS5dO7Z	Ana Bárbara	63	3	role_2	816654408
5wUO3A6DT4tO5UDz21kE2Y	Neutro Shorty	63	5	role_0	241425224
2Dlvgi70UoJJicfKgoW5Vo	Grupo Recluta	63	3	role_2	887418206
7npqy7rgdX2D3yfVyWExKo	Angel Y Khriz	63	5	role_3	244116942
6MxyNXnnmwQwdW2PD0gXYO	Bersuit Vergarabat	63	6	role_1	954203
0OpXeanba0vYnyoft00BP6	Polo Gonzalez	63	3	role_2	104828696245
0KKUc4amZyvswV2YL6WTar	Mariah Angeliq	63	5	role_3	19921838495
1rTUwYS38LkQTlT2fhikch	Yung Beef	63	5	role_5	819226749
6HqgxkTt9KGyt27zYrwVan	Super Yei	63	5	role_3	4082196428
60ZOYUFnCYEeKYsxgvPxOS	Cano	63	5	role_5	5740375688
3qndygm4Vx7bEW8tNyDKSY	Camin	63	5	role_5	8705574302
6JaOGIlSvYswVLPmGUheOO	GARABATTO	63	5	role_5	8553910557
2ayNSoKPCRAfjp6hQ76hRu	Nacho	62	5	role_1	9792741546
7y33enVLfDvft6HGNmcxdV	Pedro Infante	62	3	role_0	5905302623
7jerD1mbWgyDukHAmCvdCj	Javier Solís	62	3	role_5	6170110331
2osoVujXgV0PA8lhqDKYFw	Callejeros	62	6	role_1	3768820013
5sLCZx5RvQ1Cv6kguDLCLx	Voz De Mando	62	3	role_2	93459029459
1TCSet7pGZCDkcXCOzH359	K-Paz De La Sierra	62	3	role_2	148402467486
0dXXFVCw0LKzmHFrTLUaQJ	Tito Torbellino Jr	62	3	role_2	1565703188
77GVmrLGuxNEvj2ibvT62v	Luigi 21 Plus	62	5	role_4	3148640243
59xlizZFIFUvLC0I8iV2Jv	Los Rieleros Del Norte	62	3	role_0	486256957
4riOEaOW5hCeqomFDBk0aP	Rochy RD	62	5	role_0	618137694
2TQ4CGgxxCWHqa9yYIGDoU	Big Soto	62	5	role_4	30515799318
28NFZuZbEm7yzMpv1q1Rb7	Grupo Mojado	62	3	role_1	2354426257
6RPeBghYnSwGV6FOw7huuN	Esteban Gabriel	62	3	role_2	102873750612
6AT27ojKlBuZToFIGwQZDc	Sammy & Falsetto	62	5	role_3	883968962
2SNfNJDsahTSVFwgxposF5	Soge Culebra	62	5	role_0	977702718
3p8PwzenE7ktd4BVFuQzMD	La Receta	62	3	role_2	7375774402
0V10XqRWsn8EGBwzCVAE7V	Legion RG	62	3	role_4	94471033
4RWJOoYwgF978LOn8Fainp	Yami Safdie	62	7	role_3	31843500832
5N3AyFVEE8vJa7AZEl7nD3	Conjunto Rienda Real	62	4	role_1	59054570209
02lGxcSZaGuHiJryv6vkOY	Sin Miedo	62	1	role_4	18718278574
0yfhOzsYbBALSbWK4DjpCh	Pedro Calderon	62	5	role_5	57112920589
3IEvQoAohcGX7CdrbtIle7	Baby Rasta & Gringo	61	5	role_3	844228185
0DjAjUeZwSixK0dRwplBXb	Alta Consigna	61	3	role_2	2369855376
3xNhaqwvNIAP57dWgMTP1d	Cornelio Vega y su Dinastia	61	3	role_2	2566056614
7E7CVSqFdLyh0K4AE9uTMo	Pimpinela	61	3	role_2	82999273
3v8mFhjLFa50QK8zDvAMYN	Amanda Miguel	61	3	role_2	781274766
5pZE9tgrhmIGWAsJZ7YxNK	Luny Tunes	61	5	role_3	807977626
1DA8SLXtp8MMVpgaOWzMQr	Chuy Lizarraga y Su Banda Tierra Sinaloense	61	3	role_2	2578585
1NiC1V6xc8OR1ERiIoCvtx	Los Angeles Negros	61	3	role_0	1107451944
4E9GScOUpq8PgyRhItXx7x	El Poder Del Norte	61	3	role_4	25020667953
04TVfWdJWbfH0FOT2zA1Tg	Amar Azul	61	1	role_3	92918666
01brs471Oes6kMnkVJBfGG	La Zenda Norteña	61	4	role_1	152838438
3ygJTpJJIK7eEeC2EFRl9D	Alcolirykoz	61	5	role_0	0
2t7vyRN71qtQT18frElAnV	Maikel Delacalle	61	5	role_5	2008582087
6OP8Y0UsezppFkU1hZU6EJ	El Chachito	61	3	role_4	31684865072
3HH6yOn1yJNZo3RY5zEfy5	Javiielo	61	5	role_3	29595049807
4UqfXEVibVEPfoopm7Pduc	Los 2 de la S	61	3	role_0	7063245
0NnUMWDCDi1snuMja6IdxH	Harry Nach	61	0	role_3	2616344091
6r92NGrlnmNvFJA9Kl0PAx	Juanpa Salazar	61	3	role_2	1644918094
5ZGrM7y0Z6yF3s9dBjHWi9	Grupo Clasificado	61	3	role_4	186903194
6NmMI7UnfmIpLRYoz8H9jm	Ankhal	61	5	role_5	4631846143
1m7LSAMIB1BErIHYSOn32W	DJ Scheme	61	8	role_0	4233333
5Uox3n7m4W2CoM9MmHPJwQ	Delaossa	61	5	role_5	16605714086
6E94QKXZv8BbO6QQJxcxLI	Daviles de Novelda	61	5	role_2	2213197264
2KtMll7bpqySnZhr8wriRE	CDobleta	61	5	role_3	21503756
5NzCASNJVvcPW4uGwMRlPl	Al Safir	61	5	role_5	2503057091
1xr2G8Hlx4QWmT9HaUbmoO	Young Stoner Life	61	8	role_5	1031832471
7awyvLSthqOcL5A3hnR1pf	Alex Gargolas	61	5	role_4	28882119176
4aWhlVjiUjYHpVWBPP8AFc	Grupo Codiciado	60	3	role_2	842192244
0SnyKkoyBaB2fG8IJH4xmU	Los Piojos	60	6	role_1	26767852
2yK0OH7d55O2eZNcBTB19k	Vagon Chicano	60	3	role_4	4993836878
72v53CufRiSyqcQ78KUQ5p	José Maria Napoleón	60	3	role_5	25721094994
4VgvR7eu3k2T20mo6mXhXF	Intoxicados	60	6	role_1	394982004
6nVcjUJemqpJjc1WevwTvL	La Vela Puerca	60	6	role_1	11805326888
3rhO3rDk432VyAwyZnkECs	La Mafia	60	3	role_1	25209926779
2wYOpkTJZGByNEOjEnSmoW	Revol	60	5	role_3	1721502124
2aZtzjAzD8fq3OhZ9egqda	Alacranes Musical	60	3	role_2	707759
6ieK9Ddas29reReO60on3o	Gotay "El Autentiko"	60	5	role_3	1424876472
2B8mbONjmLnXk4wpqF5UPQ	Los Mier	60	3	role_1	2014006013
5dC7EcwWdf9Qj4VvJab4rZ	FERNANDOCOSTA	60	5	role_5	2098178867
3J1MhhyXLJRNRZVrx11Lbf	Cyril Kamer	60	5	role_2	5543358867
4bWHA8fMNjzfGPQqnh5D6y	Recycled J	60	5	role_5	2859875476
0GchaVw5KfSVEm0xl0OXEe	Luis Alfonso	60	5	role_0	1733333
5kgDdP7a4TsvkF08gpJGX0	Juseph	60	5	role_5	973577469
0YRwUbRxrawmnBdixwJi5W	Régulo Caro	59	3	role_2	50342843934
6ZIgPKHzpcswB8zh7sRIhx	Divididos	59	6	role_1	12859085
6Hf2g14O2TP25JUNZuvIgn	Alicia Villarreal	59	3	role_2	20355341109
32BLNtPX18499VCjsUiFj1	Ladron	59	3	role_1	415664975
6fBjnfeYEU3VFuQl8RPrp8	Samuray	59	3	role_1	531867549
1i4xi4ramy5BPYr2Bhf6sc	Montez de Durango	59	3	role_2	30320571
62YF0FglEltB3CnVIjoko8	Ingratax	59	5	role_6	0
4SQdUpG4f7UbkJG3cJ2Iyj	Arca	59	5	role_0	234891667
4nXXIxTneJksvGXrlmX8oA	Kaydy Cain	59	5	role_5	22654058662
3GPTvhZ8XfH7WkHXidvELk	Chris Lebron	59	5	role_0	5863931752
0Xo4VFS3v07L0GwIVkZLfg	Homer El Mero Mero	59	7	role_3	11299681833
2biH2I1TvZlIIIc5W14oIJ	Franco "El Gorilla"	59	5	role_3	269137463
2iA56rE7fZUnD4GdsSUj3G	Galvan Real	59	5	role_2	445748
79N4S7UXdjo2fAh3OHJQuB	Hard GZ	59	5	role_0	205444329
7fL1kRUb9Zv1xxgOmsuUPn	Moncho Chavea	59	5	role_2	1987416527
1nwjHzOUQZsNYX8xoWiGVC	Funzo & Baby Loud	59	5	role_0	184918147
7mXfsy3lF4kU0f2KTNKSr8	Corina Smith	59	5	role_0	1029052
5lWasZeo8uWQk6GD8czJLq	Sen Senra	59	5	role_0	73682341
4rriNpL1lxpoysDDctWgl3	Jesse Baez	59	5	role_0	12373687966
45lcbTsX07JWzmTIjcdyBz	Matroda	59	9	role_2	20510428
4xEDJHMQ8PN1U2pEldwI6O	Easykid	59	0	role_2	311865519
7tm9Tuc70geXOOyKhtZHIj	Chris Lorenzo	59	9	role_0	20394192
0OTHm6AFLxgeTm0gHNOuWi	De Parranda	59	4	role_2	1212367619
4p5WgeiPSPpqPDs7T6OkWf	ANOTR	59	9	role_2	132115313
6TKygPpVT29oGUogu4J9Ec	Yan Block	59	5	role_2	106991725018
2PAyYzUdafG4mFFp6Rynsk	Raul Clyde	59	5	role_5	1855242007
0SSbTivuMrvdqgCt7ln6jD	ICON	59	5	role_5	11902605416
3ATyg4fGC9F8trfb0GRWmX	Joey Montana	58	5	role_4	4974133289
3jGlU8UMMo44I2xeLQ6FD3	Dalmata	58	5	role_3	1771119191
27plYDXNJSOD084j39Lmlj	Palomo	58	3	role_4	3519528447
3ecREliS3Q8g2sCk40y0dw	Industria del Amor	58	3	role_1	725617644
6gvh8pQI316iafbHiT7B3y	Daniela Romo	58	3	role_2	20718191
36jRzJQUvAeKRukEMtm44w	Banda Maguey	58	3	role_2	4321464398
2nrSPPSfNesng85eRV4W4m	Los Terricolas	58	3	role_0	19913802481
5aB4SpKYteOJ8pAleoKkg7	Hector & Tito	58	5	role_1	3145340731
7wTu5u7W3kc9Id5JAvSAFV	Viejas Locas	58	6	role_1	4030227749
3NLDQVyI2LVtQFJt8JeAAx	Guardianes Del Amor	58	3	role_1	4092518165
5kuxm06ltfO1Rj9j5UQewf	Los Tigrillos	58	3	role_2	18718536938
6uFxO15AG9aoz7MS4aQQvp	La Energia Nortena	58	4	role_1	2065506345
5UN0rzL594mWY2RbOtZqIN	Ptazeta	58	5	role_0	5852403154
2cmqbSrv0RSUeYRuWkqSiQ	Officialalex425	58	3	role_0	0
1jtvmXiemNFkPO11NMdjfu	Nsqk	58	5	role_0	508711697
5DeX42pr2TilrnsUgjG8D1	Chanel	58	5	role_0	12902004232
4s6Xg38sbqh4xpf4OqhVUK	iZaak	58	5	role_5	8164647072
