Id	name	popularity	modularity_class	rol	betweenesscentrality
0VZrPa7mWAYXH4CwmYk8Km	Kidd Keo	69	7	role_3	65908692841
5CAruGjgds3QlF5ICtEnnc	Jairo Vera	69	0	role_1	159337367
0rjms710nwQTdrQheXHJfz	Standly	69	0	role_3	2481761047
3lY9Fxceu60W1rbon7PkuF	Omar Montes	69	5	role_5	25274643951
18dspUI6gqabm5XCC2RcUD	SOG	69	5	role_4	159494995305
2wkoKEfS6dXwThbyTnZWFU	Mau y Ricky	68	5	role_2	29392702406
03Yb3iBy9GCifXiATEFcit	Pepe Aguilar	68	3	role_0	136430116727
1pf0MPKfKdvS8J779mS1Ay	Miky Woodz	68	5	role_3	221810107
5YCc6xS5Gpj3EkaYGdjyNK	WOS	68	7	role_3	18089847438
1fux65HMCBvfJHqlBc4Nno	Casper Magico	67	5	role_3	276470577
4ZDoy7AWNgQVmX7T0u0B1j	No Te Va Gustar	67	6	role_1	14275698501
1sxekzjeHJaqkZbpaaGR9x	Los Acosta	67	3	role_1	37048498192
7HYJrA3HSTNDmkl5pylhaY	Gino Mella	67	0	role_1	4896536002
1jSjfSgDjedJdi5MoyRu78	Lary Over	66	5	role_1	924657378
3YeBTR1Q1rUxKguz4jP6UV	Damas Gratis	66	7	role_4	3055492224
60XHOAhvEBiV6BGBOv8ClM	La Joaqui	66	7	role_3	97982437851
77iZVjeYoYSl5P0K9mIiUE	Haze	66	5	role_0	36304602303
07WSqyexqFJM0ZeQVPqJJg	Mateo on the Beatz	66	0	role_3	12422314158
6kq4GHwUcUojGIu0ziSNXf	Amenazzy	65	5	role_1	1318321309
4SzD0wClEg9NKVJZbCRFqS	Ele A El Dominio	65	5	role_3	10103676292
0fdpJLsenUo15X3dPPWJSR	Los Angeles De Charly	65	3	role_1	38492173446
4z19QMyPVRwbd4Fs2LisBa	Darkiel	65	5	role_1	3326536801
13or1Wf6ipcvSIiurZATvw	La Sonora Dinamita	65	3	role_2	1017172774
7dlkBH23ERFXxuNoMHq94Y	Q' Lokura	65	1	role_2	54588918994
3Wb38LDP3N4tkobValgE9D	Juanka	65	5	role_1	7569302005
6qm0DFounuQWwu6IF0ZGH2	La Fiera de Ojinaga	65	4	role_1	21968878791
4IC2X34tZmHG3VfTbpzvwL	Julianno Sosa	65	0	role_3	598786147
3fZk3Gm5dN5v5yfYMQ04Bx	Dímelo Flow	65	5	role_0	50837487229
1z8Z3JjXWNa7xbeXcyFZMt	Los Yonic's	64	3	role_1	5828287731
2UFqwY8A3PLcx8pAkg9g5P	Diego Verdaguer	64	3	role_1	44102354548
50sIhX3HytFEwQXZJLUZQE	Alejo	64	5	role_0	38434623336
01m2XZ7m7rAz6KY3scTdaV	Neo Pistea	63	7	role_1	19141230864
2Jb9jVnCpWkXtoGznFJ6bF	ECKO	63	7	role_1	35340815311
5XQWXnMwsvuvCPMneXUbsy	Marcianeke	63	0	role_3	277192935
0OhiQFSqbnnmB52NWEpsO5	Mi Banda El Mexicano	63	3	role_1	10281364288
1SiLK8gdECx2iEm2SSj0Bl	Ak4:20	63	0	role_3	1253995781
7uGhSk7fVURjDaiXW1FSbL	La Maquinaria Norteña	63	4	role_1	33026881513
4oZolC0sCwCAKqsNXfRlVS	The La Planta	63	7	role_3	23555579661
0R03Yxwm5XGODyeMHO0eXj	La Pocima Norteña	63	4	role_1	6439520067
5PYNYuJvINkkQZV6ncScjf	SPONSOR DIOS	63	7	role_3	20915937088
4Ng3fh1nc5L04iXPL8vqc7	Best	63	0	role_1	5292430737
6ZZ2DeepA3GpoGU4KwqSlU	Luciano Pereyra	62	1	role_4	46084350414
2Mu8h5sFkOziL0Rfn7FXIA	Leo Mattioli	62	1	role_4	10865641017
5KQX0Ui06LVm6PApyicRFK	Rombai	62	7	role_3	742079867
3CsPxFJGyNa9ep79CFWN77	La Sonora Santanera	62	3	role_5	16262683838
7lCRuW6BSXGAsxuQV9lR0i	Gigolo Y La Exce	62	5	role_1	4838972709
4IG1SDlwgNKzqTmjBrvY3K	Rei	62	7	role_1	21886932828
4cJD9t5QBFTUQcd3xfbOb2	Dillom	62	7	role_5	27867390992
2NfSBtmWe7oPw1EmetJVso	Boza	62	5	role_1	39221298413
7DXregrznS25AM30UY9sUU	King Savagge	62	0	role_1	3142961573
2kqUKsTuEj1lPbm6BSn1AU	Rich Music LTD	62	5	role_3	83722114
0LshXUmIub6xKvOq4QmtNs	ITHAN NY	62	0	role_3	5216266954
5NenY2Jl9wwLRxf86go4Y8	Fran C	62	0	role_3	50798176348
0uxYECT7XqHNccQAg5Uhe4	Nico Valdi	62	7	role_4	8609284733
2Yia9CwtgcrsN5kVOQ0qRA	ZECCA	62	7	role_3	303309858529
22P1OY4TRFRwhP0q29loQ8	Lali	61	7	role_0	257011729971
5fKc00Wh60ggl0QptZ2aBx	Rigo Tovar	61	3	role_1	261042456
7bzt5lHL6bzLO3c9mkxNMW	Los Socios Del Ritmo	61	3	role_1	342279156
5Q2fyL2TcdUY9IqKTkGk5G	Bardero$	61	7	role_3	15119646338
1CajkwEgJac9j9alNJJxTQ	Los Yaguarú	61	3	role_1	2030818401
0niAkxgT6y57bRbT0Ge94z	LiL CaKe	61	7	role_4	29576478658
6SGCqG5HEr5gFZR9ct8wID	Matías Valdez	61	7	role_1	14944928548
42cc22xiuvWzjmFHSKwwwv	Locura Mix	61	7	role_1	14749120454
4IndUOBCZYZg61557iq2A9	Maldy	61	5	role_4	68616633876
3dC19P4w1BbDuwCailjybv	Nes	61	0	role_3	10597104528
235Vf4hkmwvxjVEMuCbRxm	Rodrigo	60	1	role_4	12819510029
0D5U7oXEE4dut2DPyUDLca	Las Pastillas del Abuelo	60	6	role_1	3629384491
2Eo4Yaukt9d6dnZrY5hQKi	Ciro y los Persas	60	6	role_1	9972406217
6ZvYYrrfpb1Z7kICDyxWQE	DEKKO	60	5	role_0	17391424501
5L6GbwWUM3Oi5GPnkmmp24	Los del Fuego	60	1	role_2	3526408853
1cLDC1abeY1jIY5AX2Rtbx	Franky Style	60	7	role_3	14568967164
29fcEFHRcOhfTYXvS8POPV	Bayriton	60	0	role_1	217255647
5xkFVS6IwwgHEAaRzXc9U3	Tay Keith	60	8	role_5	753549287
6pVmT18pd1QaofDegZUEKX	La Nueva Luna	59	1	role_3	1265127442
3yJUTkFm88TiJPLhLHKumn	Rayito Colombiano	59	3	role_1	6010896868
7wiOKrtPg196Hh90CdoKPi	Los Askis	59	3	role_1	30153414365
4QrBoWLm2WNlPdbFhmlaUZ	KEVVO	59	5	role_3	17509528741
3k090bKo2iSqNdowffKHrt	Balbi El Chamako	59	0	role_1	3315374805
6Nl4VXcX86fBMO4YE6oYfN	Asan	59	7	role_1	29242765395
1pi7nGhOM7PTHR5YEgXVGq	Villano Antillano	59	5	role_4	26871831308
684u8s013RfmUxevD9PK3B	Giuliano Yankees	59	0	role_1	11120880807
5ys86BAZteP8RpVCDmT4p5	Los Patos Feos Inc	59	0	role_3	2610193342
4frBEXn8nhWzOVwfCSpuYB	Fer Palacio	58	7	role_3	14934104574
4C29ETLBPmYKYwtJUepbJz	Seven Kayne	58	7	role_1	34311191186
6Q6qTNC2rAegcR5QjzcRgE	Gilda	58	1	role_4	32141693202
5U5wYVqrbD6J8SK4kNhau4	Kaleb Di Masi	58	7	role_3	4543279838
1OBizG9nrnHJkrL9NjnWYN	Lucho SSJ	58	7	role_1	14202069031
7f02bxFbZIOVdSbYRNYvLT	Jerry Di	58	5	role_0	34055622554
4xZrvfK8khgRIXk63gSFeB	Piero 47	58	0	role_1	1193159268
0x5lhIYknBUEozHuXjkwUs	Galee Galee	58	0	role_1	3758359308
0QpMp8Y7jFzwCt8OZjKQdd	Tunechikidd	58	0	role_1	16286804986
04XdCDDrPnnqidaVBTOQjt	Hernan y La Champion's Liga	58	7	role_1	31252228662
23DYJsw4uSCguIqiTIDtcN	Southside	58	8	role_0	2030364384
5kfMU816qY0ujqEt3xIHqR	DT.Bilardo	58	7	role_1	16390394046
3Nk2mAv4k4ZOzrP5tpXL2G	CLUB HATS	58	7	role_3	4116065339
0Dy32zfSrQ332Bz8wsthKJ	La Beriso	57	6	role_1	16672277421
4She1focTkX0pwpJUtS5eo	Banda XXI	57	1	role_1	8986224989
2qbEtwBVyobgpNP5KcHE9J	Pusho	57	5	role_1	8486466209
1zVxAFV8uL5V816dzdHvYQ	Aaron Y Su Grupo Ilusion	57	3	role_1	42794922824
0K59Fm1y7s3j498ueS4qzY	Soledad	57	1	role_2	85390985917
1GlOpg3dPUft550esb82K3	Chaqueño Palavecino	57	1	role_1	82735592101
13KeE3TnUrYh367HJu0sMx	Mario Luis	57	1	role_3	6723633473
4Jiwh0RF8Cilfpe6JGvWlR	Huguito Flores el Super	57	1	role_4	11024730122
0dQUkvpKTvHbsTxXKcIN0S	Adan La Amenaza	57	0	role_1	2283314305
4Ge9GwmWnOQsohwPTrXyHc	Gordo	57	9	role_4	5020567632
7qUmZzfGAo66NPgOEx0MWa	MYKKA	57	7	role_5	13400797086
7ygNQCdpQWW7iSWAxDhvhI	DJ Alex	56	7	role_3	3916405741
5MVcNHzaXuOnZSrOav2Kav	EL NOBA	56	7	role_3	24138471552
20BNHnI2SfySwLwWCAu4ew	Drakomafia	56	0	role_1	6225436728
7MdlXmq2HViAJWo9cf30sR	Cloonee	56	9	role_5	164303338
41BZwHjzWGfT4wsOP3yZOz	Phontana	56	7	role_3	104695546678
1l6UgL5G16tId4qoYH8qJn	Pushi	56	7	role_4	722342352
6jlVAg80czVPRFnLp05N0V	Dale Q' Va	55	1	role_1	20592225344
3ucYybVr1mTuB04HtoBDCc	El Polaco	55	7	role_1	11617257283
6cC67GpmPCjQjOYLpmOGhN	Dani Ribba	55	7	role_3	16425772436
1poWksyUHxANlcdBLPhsV9	Los Charros	55	1	role_1	2278961062
1wkImvL5XLLhrNcmX7sVt4	Rodrigo Tapari	55	1	role_4	642319795
2IAxPmQzx2NuutHe7ta7gs	Bayron Fire	55	0	role_1	1767396471
7HSeegdmjLYRJpkOYIaZIW	El Reja	55	7	role_1	18985552104
4MUsDaGK0nPDJvYSoaoFUA	Perro Primo	55	7	role_1	9728531899
6nEgkeR03q2qtKZmrVq100	El Villano	55	7	role_1	11083856184
1qoJTYkRvsRJMTOxnUnpNW	Papichamp	55	7	role_3	41517489286
5whwFeuDSOzWgGAUs8KTUI	Los Dorados	55	4	role_1	48953210417
5GpRyfJV04fcnHBDzfVb8V	Lleflight	55	0	role_1	5524312484
0bcZsLQV8MCeU0ylWbw23p	Aqua VS	55	0	role_1	13472485619
483P9cJ9pdCoc08XvNunPL	Max Carra	55	7	role_4	65414466774
5OnpSUKZU23JCU8axe7b2P	Fauna Music	55	7	role_3	59949650689
3ruk44IzmsPppwo7VOknwZ	Dalila	54	1	role_0	13755058289
2ydE5oBt6cwsDxH1TpIFmO	Los Nocheros	54	1	role_1	41397011108
62lbdm09j0QUbWB7SqCJvt	Anonimus	54	5	role_1	6482532406
27Yc5RzJf27tJfqezJnHY1	Agapornis	54	7	role_3	5545858056
6hYxQDiGct9yfRlSEv3F8a	Simon la Letra	54	0	role_1	2601087267
6WzyAaCTzd5YoVMwdin58T	Il Nene De Oro	54	0	role_3	916466138
1vrahybrKylgwkjhbmOz94	Yera	54	5	role_0	26880869579
6fDFw5ZF2hKa52oH1enbks	Chiko Alfa	54	0	role_1	11655879246
48vP5SxlTO6yOI7SLKIOQV	Obie Wanshot	54	7	role_1	38762765652
1zdSbv2pR3OIFKselYbJsC	Tunvao	54	5	role_5	167704172392
4D2d63igYEdzhzFnxrSow7	Frijo	53	7	role_3	7321271684
5iDqEobZRSTiBSAk6jLp4A	Oscu	53	7	role_1	1139838526
64DFKvGarD5nmkfaIiiakf	La Mona Jimenez	53	1	role_1	3454818362
72kCHSLbK0D94Bgpo7G4sJ	Roman El Original	53	7	role_3	4473879885
0UcXjTpzt0DmIwPSNwlJfF	jetsonmade	53	8	role_5	794717172
002HSjuWsGMinkXTa7JcRp	Turbo	53	8	role_5	1077994179
4QmDIEVrROsBAad02Mlc1p	Estani	53	7	role_4	96224793013
2JsDK87cAxuUlz4L4izU7A	Evlay	53	7	role_4	19597039632
7e3BSeFzlCGyAdbsUbgUaD	Damián Córdoba	52	1	role_1	18595096326
4osqF39bEPXPsJfVUXeCh3	La Champions Liga	52	7	role_3	7558161525
4PdggFNYwGfjRfkdG5OfES	#TocoParaVos	52	7	role_3	32305051564
3NSJOyQdSXncJloHqhwlQB	Daniel Agostini	52	1	role_1	1388428537
1fosVknoHjmETFcLUMCRjm	El Rodri	52	7	role_3	13618219886
1pmmkE3BIdh9pxHecU09Oo	La banda de Carlitos	52	1	role_1	84589372
4JuwA35M2yrQkpOSokiH9h	COSMIC KID	52	7	role_4	115747313961
6Fz1LTRJ7RAuUf1CRSN3dU	Gabo El Chamaquito	52	0	role_1	2291023767
2qmA5QmaGZH3ky4qq25d1m	Agus Padilla	52	7	role_3	8871251313
1FuJ52kzTUVS0HITGdgkLD	Malito Malozo	52	0	role_1	6658626544
6HZwb7Zbnvfo8u1sst4QrI	Andruss	52	9	role_0	1657850281
2mddrRrlMf3ykcKyh1jlSs	Sixto Yegros	52	7	role_3	23967603973
5RopQXy9tobYADC0GZyLVb	elaggume	52	7	role_1	37114410159
7zREGj8GMl9UrDa6NPLi0H	Meri Deal	52	7	role_4	46276196367
6tvnVXgayn0Qd29pt0633X	BAXIAN	52	7	role_3	2686352182
4EcIU574ksr6mC1GMEOe0p	Midel	51	7	role_1	1297019955
4YBAOrBF9vBB9inOLtpRzp	Mano Arriba	51	7	role_1	2866315153
1Y99HOeRzRc27my6NJE3rE	Natalie Perez	51	7	role_4	40896606026
796YUyTCTkXZAZg4CLUoWl	Los Huayra	51	1	role_1	41767915008
0mdD8YXAyJDJ2BHxIKF0Yf	Raly Barrionuevo	51	1	role_5	14493581854
54AbdWd0XTHGLorkVwINN2	Guelo Star	51	5	role_1	35216591616
51Q6RZOMEMuZHySsfWLTtk	Lil Troca	51	7	role_3	27347140627
5Nf5yishRW9Ye174sJISkg	London On Da Track	51	8	role_0	1366928825
2C1Pj5TMq8QjqbwQ4tmDtO	Punto40	51	0	role_3	917397008
1PzAgFVk9v8cxn9flrqrv5	Joshwa	51	9	role_0	288017451
5AYSnRNynWULTIDjzAbgxV	Gringuitos Records	51	0	role_1	2771845297
5Hhbu5PnHYAkO5LOVeEsmx	El Rey	51	0	role_1	2994115697
3C4u5zRlcRqpe26zQmQRku	Paolo Pimp	51	0	role_3	26129150273
7krUxybhp1bUwFBxpOtmZb	La Kuppe	50	7	role_3	15994400215
1NIDfe1B5J1EyNiJcPZsfZ	Spreen	50	2	role_1	6214827935
1EsaxlwSz9CLqVRjZYnP3H	Tru La La	50	1	role_1	8265397685
6Cv7YpJ01y71mdgm4szmU2	Los Totora	50	7	role_3	14550888373
4mKTJIb405EHH5GGfIhaeO	Sabroso	50	1	role_1	7306143973
6Y4g5zwJI7jcRzGLXh0H5d	Angela Leiva	50	1	role_4	31571894364
66lf5bQo2BIEue1pxfgxQS	John C	50	7	role_3	37656228621
2t5LZnlhZW4ctjLQE9qoae	Grupo Sombras	50	1	role_1	9719628375
6GYXfifD78PYARjZzxQzrG	Benjamín Amadeo	50	7	role_0	70043604959
44hJXrVhoyA1fV1dn4wdHC	VI-EM	50	7	role_1	17727854522
7fRUttEpuIdM0JzPaCMwVO	La China	50	7	role_4	7666823642
29UQ00CArXvEpg0GjKyOPE	VIUS	50	7	role_3	39212339906
7xknmvFivAH3FxfLCQKuKE	Flor Vigna	50	7	role_0	13804765372
1kyy6AW7C6Rr2jrYwz95Gi	Lira	50	7	role_1	96565144814
4cV73y9UlkKTCIWbuP2hbG	Bauti Mascia	50	7	role_4	34290817419
4TaMzYlwqHNvfJ8OJLlDzv	Young Piri	50	0	role_1	40405350954
7tMukTswF8N6b0zI4rlCmg	Big Cvyu	50	0	role_3	37376374386
5fUaIEaRhzIad7C49MqTsy	Halpe	50	7	role_5	14378644492
4TsXqrGxqvwVLm5kOkN03p	El Loco Amato	49	1	role_1	3648053293
0QIeOzcA4xi1RMwXWPdl14	La Barra	49	1	role_1	3765400836
5bRULziD2hCP3acYRcfK3E	Teenangels	49	1	role_0	36098509628
2j6Up11EpEUKQ5yIfFXhdU	Forest	49	0	role_1	479501228
2zPvDg6LI6NHPQVQIESjfW	Lara91k	49	7	role_5	54401087142
3IYKcXI1sFqT1ZtfyoW55C	Knak	49	7	role_4	66871860317
6fOcj0NbaZF1GNiI5XnPEr	Dj Plaga	49	7	role_1	12688099927
3JlN0MeWVJq0vjvsvWCRZ5	Sosa UK	49	9	role_0	1207975822
6p9BBRwixGcXxZ1gdcqmpd	Basty Corvalan	49	0	role_1	6118305452
6X9Dt3dsZDeWzMBfekaoPB	21 Lil Harold	49	8	role_5	7070419
0sE8WmITfzXJwYGdtbo8B0	Pereiraremix	49	7	role_2	42967869595
1wVJFmSm8OwomtQZZCLKjh	BenGstar	49	0	role_4	15265629678
7eCZ5oRjRXT5FGfJ36pPTM	El Perro	49	7	role_3	58241978017
0iutktJLkNNtErs8c3EoF6	Los Tekis	48	1	role_1	19527748739
5eIRbSES1yeGSBuqZ4xvuD	Pekeño 77	48	7	role_1	37461120658
3zkbEQouXdzjcD4cxoFuO9	Jean Carlos	48	1	role_1	7083608628
6wAk3K9nxqR0pTLGLctzQu	Tambó Tambó	48	1	role_1	7618009939
1zBDgn3DfQ8GhgXL1z7ege	Cotto Rng	48	7	role_1	14549426055
6IaOUkLKnYH0q8Vm2AdhQ5	Z Jocker	48	0	role_1	2630342844
2BJWqrBKEqtZUKWtzmpPDj	Tobal Mj	48	0	role_3	8525418221
0dvFTsuG02c4cRbcSQ8zE6	Yak Gotti	48	8	role_1	1013464625
3TBQtYdNFCgig6ZrFUJkLx	Santoz	48	7	role_1	29047562262
6RGri3BX7P64gUBuf6uU7p	AFTER	48	7	role_4	17630968651
7aqaIr9F3tHP7BMsmfAL8Z	El Turko	48	7	role_3	4439722351
7x1Qa3ZOKaQ1XwSqFkGcC3	Preciau	48	7	role_3	15470939269
68mkWeq03e98dvIEI0jr0N	Walter Olmos	47	1	role_1	8146345212
45SolwUehJs6vFkuAfqMf6	Jorge Rojas	47	1	role_1	22517409484
3YLlfcDiFzKJXhTK4sKuCz	RUGGERO	47	1	role_1	49772065804
3fUItdzxV5l9jupo5FkFwB	Tirri La Roca	47	7	role_3	29756504786
76iFMHDqONZusQlTu2ckKQ	Los Nota Lokos	47	7	role_3	23429547587
2PkjYgKhHI4qofYoxWB9ZP	Axel Caram	47	7	role_2	20060991762
6H70hylNqfc86Omz8GoyDB	Tobi	47	7	role_1	9020343707
7A02nc5WKMBLqSKXxGZ4o8	Llane	47	5	role_5	45287131325
1GiKprzvYnLD4hBNxaA50l	JulianoChieff	47	0	role_1	799938784
5kCFeFCLAVkTvLXtUX821X	Benjita Montana	47	0	role_1	9844841348
2cMVIRpseAO7fJAxNfg6rD	CHASE B	47	8	role_5	1834234001
2I223MQt4d0n5rhwLdlEq5	Ponte Perro	47	7	role_1	7472325875
1Pk9sKrTxQ1lLfCg9b0PlF	Leby	47	7	role_3	312876515
5Qv1EsPany9Fc3yyCJnoxw	Uriel Lozano	46	1	role_1	20956863745
2H5XfIuAQCXmaIDm7vcViA	Benji La Maldita Escritura De Oro	46	0	role_1	20293938616
1fXCGECRsxOUDi7tj3hifF	Hot Plug Beats	46	7	role_3	19100960923
33mpx3IrKw93IM1C8tVSQi	Lisan Beat	46	7	role_3	469154756
18Kdk0oWKMg7P4601cD4dZ	Cami Raj	46	7	role_4	2195672161
0J65S0gB0D1gDEd0hK196k	Dame 5	45	7	role_1	9532642426
3lwRbCTt1qmo0QgXUai8ao	Cacho Castaña	45	1	role_5	26028944598
5YrBL6QmqRYTvr52b0IOT3	De La Calle	45	7	role_1	2613194764
2UGqLkLUByrbH1P7d9ThUo	Falke 912	45	7	role_0	48770003134
1iblTHYdU8q8t8nH4sHl8A	Franux BB	45	7	role_0	167787180594
3TcTm7AGTlIJys8Wh7QzBr	El Goldo De Las Conec	45	0	role_3	3821077712
3l4qjCL1496zAgprejycLi	Ezequiel Llanos	45	7	role_4	289200851
6uLWD7WMJKMyP1DD1eg96R	Cachumba	44	1	role_1	6923994785
4nTNHKAVWQyqnvRuBW4N4V	El Super Hobby	44	7	role_1	12305466364
0ulX41eWF9mhfeAhOu4EU0	Modo Diablo	44	7	role_1	11672147905
1bqz6MNvjWHhtP8Lvilwoi	MEDINAS	44	7	role_1	933979021
3KeiJ1oVHnSpj8O2Qwp3r2	Rodrii Ortiz	44	7	role_1	25103052767
4hw9WaVkOzRQN6XaUqULv1	Klave	44	7	role_1	48450509694
6SHszElyg65TSgaP3YsAZ5	Gonzalo Nawel	43	7	role_3	98995157369
7Czvx73uua4PB239Dza1Je	Olvidate!	43	7	role_1	2514771296
0qo0qirBort7v7IMWHVC3c	Benji Gramitos	43	0	role_1	2601088229
70s7RdFqr3UEBlooMGUQdO	Paskman	43	9	role_0	811472095
32gBQPn4CkmUE9NzK0IXdX	Arse	43	7	role_5	15545379081
2EyZ2vRJWwVCAtR2VrL4Ju	PACOREMIX	43	7	role_3	1011033102
7Ip8SqItaKjJtgtKUNCShb	Missa Sinfonia	42	2	role_1	20406780133
4vacbFDLabmeOOXlSAP6uc	La Roca Callejera	42	7	role_3	9894440421
5ZOdzCtZqx5FLdjpxFfXkO	Carre	42	2	role_1	8441871722
1dR3aEUbT5raoyLcOl7Oo1	¥ EleK-47 ¥	42	0	role_1	14398329385
5kcocqSSO8W0rpoNjuzXU1	TREASURE SERIES	42	9	role_4	1421316785
6t90cfIUQ39eOTksTUE0zc	JOSEPE EL DEMENTE	42	0	role_3	2332557882
55ru5B05MMBunM1tvH7Di6	Valentino Merlo	42	7	role_4	24927648765
2FmE1yzXXBWKlRiOl0AqD8	Zecca	42	7	role_5	24937996272
2lvn0dSSamgNsFZPaJPzoR	3TRIPLE J	42	0	role_1	13941964919
43PjjBbR7LawCx75hCbLmn	Rocío Quiroz	41	7	role_3	105073681801
5suUyNwJ1hw1M45oqdw8zE	Big Apple	41	7	role_3	38163578858
1aOhJVEGjCbYJLYPCitGdm	Pijama Party	41	7	role_1	5058012051
2hp2lUfm32mmW4mMlhMQnW	Yishark	41	0	role_1	3183846032
4o3YJfgarCUSVyPH5HKRA5	Marlku	41	7	role_5	13670265064
04tXa59qDOMrlU6mWs6aqT	Blaster DJ	41	7	role_1	25009615805
46Rx5Ap8FeiszGFBRjKxJ1	Amenadiel Oficial	41	0	role_3	17517225413
25Q4MN2O9yy7qzIY6HTgO3	Oriana	40	7	role_0	3710104431
5RMUeKq0dZxg9RHE1f0B9P	Tm88	40	8	role_1	2246190087
4jUVJzcthHyWbl6IwK5EOl	Dainesitta	40	0	role_3	4197823513
0X2423nvaH92bYjYUKCYRI	Eddy M	40	9	role_1	4840116908
2lXbybPKnWM62D10ckOdco	Nattanael	40	7	role_1	77335777971
1p7MJGY1B2qF1svG3yxn7T	Benji Bendi	40	7	role_4	18281561882
2EnD37GNRe2REqHBKqMnZQ	Bslime	40	8	role_1	417546532
59h2d6LEgTjC8LUySW54EA	Martin Moreno	40	7	role_1	1200333992
5lPewWWLzFoRj13tTLgeF8	El Apache Ness	39	7	role_3	16558506967
4z1EZw4oQOS65xBnx95O60	Zanto	39	7	role_1	43758950668
6YPJT86SRYIhlWemoNEJ6x	Rodezel	39	2	role_1	24073137404
14qypx78D3Jd1mm7c2BqQb	T-Shyne	39	8	role_1	625785952
6WjgkE7KEl4vyqwVXSuAox	Son Gotten	39	0	role_1	8511096268
7LxxNXsdBfBrCLbvL2FA3T	Iamnazag	39	7	role_3	10296298718
56YdPdQqOsfk7s2mS4lXNA	VLTRA (IT)	39	9	role_1	6851350456
6nhrSIBO7uf6WWFkmkrQkf	Guap Tarantino	38	8	role_1	2519265897
7FRSHbAPSN9RLPSsh2a2rV	Mango Foo	38	8	role_5	684147077
0qAthAwwFa3RW6BRRsP4cQ	Chiquititas	37	1	role_5	47013541211
7d1kmnhwauydKmuAvjgQrH	Los Bonnitos	37	7	role_3	18238613212
3T9mIcWq46otZ8Nk2w0bRw	RC BAND	37	7	role_1	4609746069
3xShMakbBNG2e7qSpxkIUy	Crismi	37	7	role_4	58986650028
2pKoDkP2EqXNjDquMQjbM8	Fernanfloo	36	2	role_1	34292515791
6zuShqSKzYP7ZPGMkMFhbL	Chipote	36	1	role_1	14022087707
1UgC6NTs8FnPGYXY7XvEId	ElRubiusOMG	36	2	role_1	21780199335
4xx3PjUWxXY0qEXUdDhrwx	Miss Bolivia	36	1	role_5	71437640882
7ha2O24d2RixnRx9whTRuW	Tu Papa	36	7	role_1	12572732979
3WPRuzfjcRBf7byiF6pFvE	Dunkan	36	0	role_3	15135889388
2a3t7z8U1cpR0PEq1WB68d	Diamante Ayala	36	7	role_4	55520602151
2vOQkFQDXp4QV77pnlet6m	Classmatic	36	9	role_5	1655906303
7gVtLMiNJYZuvnG9yEaWFS	El Rossani	36	7	role_3	17453415075
2WhGojaMjv4VVn2HQSqrLM	Agustín Casanova	35	7	role_1	52422360756
74f8yYPROjWNuz2WJOpQTr	El Guachoon	35	7	role_1	17446260276
0UVthdD1eqqsoNLX9ek4Xb	Blackchild (ITA)	35	9	role_1	4182086602
06dak3veVkev0ZvQrWPh1V	LAALODJ	35	7	role_2	24450624351
3zVGHYstCFb4F3DpoL9lSZ	German Garmendia	34	2	role_1	19565815484
5chrUnljyCjbuV033ssuf2	Jhon Jairo	34	0	role_1	16300843711
193FNrNDNDnzFrNxUw6Dr3	JuanSGuarnizo	33	2	role_1	19692074235
288dJOiQmxw6pTZ6fqpbiQ	CantoParaBailar	32	7	role_3	4858500614
5SqghR4PmacEuzlpIOQI2k	Bandana	32	1	role_1	39064143596
4ELZUuHRIUrAkko2cjpWB1	Pyrex	32	8	role_1	175843889
6Mmw70zSqPeCzN7K9Br57q	Alberto Dimeo	31	9	role_1	2864433342
2M9yha8tr0kCqQj2QqVBxD	Ferra Black	31	9	role_1	15085047806
2LmSTgQJethuQ4q3ZU777G	El Mariana	30	2	role_1	2770302171
4iskZiURUeGrFszONfpCCB	TheGrefg	30	2	role_2	60281078813
474st1ZFIh7IOiUcw9ojHd	AX 13	30	7	role_3	6028947026
5dukWI4614EUBvaCZVYU73	Llego ponte perro 23	30	7	role_1	11308015639
7vIAu0l7icbujUGaOK8HT4	Paluma	30	9	role_2	1430665838
7c7uVjOAvA7EqWF0gQGvs3	RUSHLAI	29	2	role_2	61436708737
69ElvGSkRPaoxWFPLqfUac	LT Promise	29	7	role_3	21903054649
6jeR6yw4TRocXdVOj603mW	uni	29	2	role_1	28248753921
5KInnZ3pX4sHT05DTQbv0A	Wilgenis Vergara	29	9	role_3	30678695
2oPc9LzQ7NP9DIqY70jubf	Mawi	28	7	role_1	526482841
7vPxzjHbAgoHhiNXORDgf7	Late Replies	28	9	role_1	956877283
6NnQvCLkrl07c3GOimOKHV	Alex Fer	28	0	role_5	44239876063
3Eylw4P4DCGqXcQZ4b8Fon	Gabriele Toma	28	9	role_0	4431654679
5h1Fe4jl37wW2P4QkjZ8Bw	Pedritovm	27	7	role_4	2896102299
29W4Fw8TDGfXD7C9EjJkzc	Sonido De La Costa	27	7	role_1	30850547993
5Rtdt9VRU1leFt5fS2q0v1	808 MAFIA	27	8	role_0	160969301
3EkNQSAIFQSFFqHEi5yccC	Joe Vanditti	27	9	role_0	2939879326
36ZqMC7zjLgKhxKc1l9g0X	Oriana Sabatini	26	1	role_5	4860292314
2XEkeHFfw9gjyrL2Qoi0vj	Niko Falero	26	7	role_3	32884073824
5hq1b1Dgo4pPwbZV6iobbr	FBG GOAT	26	8	role_1	1128057698
