id;name;popularity;followers;d
2jSGzJw0ebJLu7OLVSOcBP;Plan B;78;3866345;1
1pQWsZQehhS4wavwh7Fnxd;Lenny Tavárez;76;2526771;1
12vb80Km0Ew53ABfJOepVz;Ñengo Flow;80;5438220;1
0eHQ9o50hj6ZDNBt6Ys1sD;Yandel;77;7337215;1
77iZVjeYoYSl5P0K9mIiUE;Haze;66;22952;1
64aJYyrXljOodnUG6jvhRD;DJ Luian;76;2122771;1
3fZk3Gm5dN5v5yfYMQ04Bx;Dímelo Flow;65;409574;1
7a0XAaPaK2aDSqa8p3QnC7;Beéle;72;625896;1
6ZvYYrrfpb1Z7kICDyxWQE;DEKKO;60;546908;1
7A02nc5WKMBLqSKXxGZ4o8;Llane;47;76542;1
7f02bxFbZIOVdSbYRNYvLT;Jerry Di;58;353081;1
2kqUKsTuEj1lPbm6BSn1AU;Rich Music LTD;62;282163;1
2NfSBtmWe7oPw1EmetJVso;Boza;62;504453;1
1vrahybrKylgwkjhbmOz94;Yera;54;65650;1
50sIhX3HytFEwQXZJLUZQE;Alejo;64;146330;1
1Ts9of7VPZElwPQnqnDSfW;Lyanno;71;1292540;1
1zdSbv2pR3OIFKselYbJsC;Tunvao;54;6859;1
20BNHnI2SfySwLwWCAu4ew;Drakomafia;56;151585;1
1dR3aEUbT5raoyLcOl7Oo1;¥ EleK-47 ¥;42;23546;1
0bcZsLQV8MCeU0ylWbw23p;Aqua VS;55;38009;1
1GiKprzvYnLD4hBNxaA50l;JulianoChieff;47;58549;1
6WzyAaCTzd5YoVMwdin58T;Il Nene De Oro;54;142938;1
684u8s013RfmUxevD9PK3B;Giuliano Yankees;59;99983;1
0LshXUmIub6xKvOq4QmtNs;ITHAN NY;62;246949;1
5GpRyfJV04fcnHBDzfVb8V;Lleflight;55;84567;1
6IaOUkLKnYH0q8Vm2AdhQ5;Z Jocker;48;88323;1
4xZrvfK8khgRIXk63gSFeB;Piero 47;58;285864;1
4TaMzYlwqHNvfJ8OJLlDzv;Young Piri;50;23914;1
0QpMp8Y7jFzwCt8OZjKQdd;Tunechikidd;58;138230;1
0x5lhIYknBUEozHuXjkwUs;Galee Galee;58;269163;1
3WPRuzfjcRBf7byiF6pFvE;Dunkan;36;25271;1
7DXregrznS25AM30UY9sUU;King Savagge;62;312688;1
2BJWqrBKEqtZUKWtzmpPDj;Tobal Mj;48;52696;1
5kCFeFCLAVkTvLXtUX821X;Benjita Montana;47;42217;1
6fDFw5ZF2hKa52oH1enbks;Chiko Alfa;54;58390;1
5NenY2Jl9wwLRxf86go4Y8;Fran C;62;95804;1
5CAruGjgds3QlF5ICtEnnc;Jairo Vera;69;1006691;1
4yxLYO2imECxGYTTV7RQKb;Pailita;70;1348782;1
7HYJrA3HSTNDmkl5pylhaY;Gino Mella;67;412534;1
4IC2X34tZmHG3VfTbpzvwL;Julianno Sosa;65;505724;1
0rjms710nwQTdrQheXHJfz;Standly;69;914182;1
1fIJZfSmqQkuqfKNRmrS1V;El Jordan 23;72;1250203;1
5XQWXnMwsvuvCPMneXUbsy;Marcianeke;63;998162;1
1SiLK8gdECx2iEm2SSj0Bl;Ak4:20;63;763031;1
2XcZshqzPKm3iZcmt73R8D;Pablo Chill-E;70;1132652;1
4Ng3fh1nc5L04iXPL8vqc7;Best;63;17873;1
29fcEFHRcOhfTYXvS8POPV;Bayriton;60;278615;1
3k090bKo2iSqNdowffKHrt;Balbi El Chamako;59;256904;1
6zuShqSKzYP7ZPGMkMFhbL;Chipote;36;163269;1
6SHszElyg65TSgaP3YsAZ5;Gonzalo Nawel;43;97046;1
2lXbybPKnWM62D10ckOdco;Nattanael;40;16318;1
5dukWI4614EUBvaCZVYU73;Llego ponte perro 23;30;4915;1
1sm9kgIGwWpEWAHmqpSZhg;Joaking El 18;24;20020;1
2a3t7z8U1cpR0PEq1WB68d;Diamante Ayala;36;24013;1
7ygNQCdpQWW7iSWAxDhvhI;DJ Alex;56;793588;1
4frBEXn8nhWzOVwfCSpuYB;Fer Palacio;58;1718895;1
5suUyNwJ1hw1M45oqdw8zE;Big Apple;41;139304;1
2EyZ2vRJWwVCAtR2VrL4Ju;PACOREMIX;43;4736;1
7x1Qa3ZOKaQ1XwSqFkGcC3;Preciau;48;731;1
7LxxNXsdBfBrCLbvL2FA3T;Iamnazag;39;9209;1
0sE8WmITfzXJwYGdtbo8B0;Pereiraremix;49;14867;1
6w9ToX5slZ4uIdmD17hJ3c;Bryant Myers;79;10285801;1
0KPX4Ucy9dk82uj4GpKesn;Dalex;73;4773681;1
47MpMsUfWtgyIIBEFOr4FE;Lunay;73;9189346;1
2DspEsT7UXGKd2VaaedgG4;Alex Rose;69;3780528;1
3RtNN1VnooWEn3KQk03DUL;Noriel;75;7431111;1
1pf0MPKfKdvS8J779mS1Ay;Miky Woodz;68;4115284;1
1p7MJGY1B2qF1svG3yxn7T;Benji Bendi;40;13013;1
46Rx5Ap8FeiszGFBRjKxJ1;Amenadiel Oficial;41;7326;1
5jR5wlRiMP8HNvtqdJXQRT;Zakrif;22;2130;1
2H5XfIuAQCXmaIDm7vcViA;Benji La Maldita Escritura De Oro;46;16007;1
6NnQvCLkrl07c3GOimOKHV;Alex Fer;28;2413;1
6p9BBRwixGcXxZ1gdcqmpd;Basty Corvalan;49;23770;1
0dQUkvpKTvHbsTxXKcIN0S;Adan La Amenaza;57;82357;1
5Hhbu5PnHYAkO5LOVeEsmx;El Rey;51;21048;1
2IAxPmQzx2NuutHe7ta7gs;Bayron Fire;55;391010;1
5chrUnljyCjbuV033ssuf2;Jhon Jairo;34;6314;1
2gp9CKpKZy4uyB9WXBuGNr;Didier;25;2353;1
1wVJFmSm8OwomtQZZCLKjh;BenGstar;49;12319;1
07WSqyexqFJM0ZeQVPqJJg;Mateo on the Beatz;66;2487;1
3dC19P4w1BbDuwCailjybv;Nes;61;1729;1
5ys86BAZteP8RpVCDmT4p5;Los Patos Feos Inc;59;5485;1
06dak3veVkev0ZvQrWPh1V;LAALODJ;35;5720;1
59h2d6LEgTjC8LUySW54EA;Martin Moreno;40;3803;1
04tXa59qDOMrlU6mWs6aqT;Blaster DJ;41;8507;1
5OnpSUKZU23JCU8axe7b2P;Fauna Music;55;670;1
6t90cfIUQ39eOTksTUE0zc;JOSEPE EL DEMENTE;42;14477;1
1poWksyUHxANlcdBLPhsV9;Los Charros;55;441624;1
6pVmT18pd1QaofDegZUEKX;La Nueva Luna;59;868490;1
6wAk3K9nxqR0pTLGLctzQu;Tambó Tambó;48;134187;1
3YeBTR1Q1rUxKguz4jP6UV;Damas Gratis;66;1946577;1
2t5LZnlhZW4ctjLQE9qoae;Grupo Sombras;50;196026;1
5L6GbwWUM3Oi5GPnkmmp24;Los del Fuego;60;361436;1
0qo0qirBort7v7IMWHVC3c;Benji Gramitos;43;62509;1
6Fz1LTRJ7RAuUf1CRSN3dU;Gabo El Chamaquito;52;145071;1
3TcTm7AGTlIJys8Wh7QzBr;El Goldo De Las Conec;45;17253;1
2hp2lUfm32mmW4mMlhMQnW;Yishark;41;28156;1
5AYSnRNynWULTIDjzAbgxV;Gringuitos Records;51;24815;1
4jUVJzcthHyWbl6IwK5EOl;Dainesitta;40;72000;1
6hYxQDiGct9yfRlSEv3F8a;Simon la Letra;54;203081;1
2j6Up11EpEUKQ5yIfFXhdU;Forest;49;128427;1
6WjgkE7KEl4vyqwVXSuAox;Son Gotten;39;12654;1
3C4u5zRlcRqpe26zQmQRku;Paolo Pimp;51;4152;1
1FuJ52kzTUVS0HITGdgkLD;Malito Malozo;52;69998;1
7tMukTswF8N6b0zI4rlCmg;Big Cvyu;50;9346;1
2C1Pj5TMq8QjqbwQ4tmDtO;Punto40;51;26623;1
2lvn0dSSamgNsFZPaJPzoR;3TRIPLE J;42;2351;1
54AbdWd0XTHGLorkVwINN2;Guelo Star;51;158528;1
2CCgb0KApjfQDuTppovpf8;Rvfv;72;578875;1
0FwnPHExlRRxEZPLAi5tmG;JC Reyes;72;464471;1
3lY9Fxceu60W1rbon7PkuF;Omar Montes;69;653410;1
4bJh7sMPcVRiqe5jlnsWQV;DELLAFUENTE;72;905973;1
2PkjYgKhHI4qofYoxWB9ZP;Axel Caram;47;215512;1
0VZrPa7mWAYXH4CwmYk8Km;Kidd Keo;69;2785272;1
1i8SpTcr7yvPOmcqrbnVXY;Ozuna;85;36370475;1
1vyhD5VmyZ7KMfW5gqLgo5;J Balvin;85;36554604;1
790FomKkXshlbRYZFtlgla;KAROL G;89;43577692;1
4VMYDCV2IEDYJArk749S6m;Daddy Yankee;85;33145297;1
1fux65HMCBvfJHqlBc4Nno;Casper Magico;67;2385775;1
2LmcxBak1alK1bf7d1beTr;Juhn;70;1315269;1
00XhexlJEXQstHimpZN910;Brytiago;74;6646552;1
4SzD0wClEg9NKVJZbCRFqS;Ele A El Dominio;65;1786829;1
3Wb38LDP3N4tkobValgE9D;Juanka;65;834234;1
1jSjfSgDjedJdi5MoyRu78;Lary Over;66;5082844;1
6kq4GHwUcUojGIu0ziSNXf;Amenazzy;65;3059788;1
4z19QMyPVRwbd4Fs2LisBa;Darkiel;65;1217375;1
4QrBoWLm2WNlPdbFhmlaUZ;KEVVO;59;493808;1
7lCRuW6BSXGAsxuQV9lR0i;Gigolo Y La Exce;62;659985;1
62lbdm09j0QUbWB7SqCJvt;Anonimus;54;409229;1
5hdhHgpxyniooUiQVaPxQ0;Nio Garcia;69;5227546;1
2qbEtwBVyobgpNP5KcHE9J;Pusho;57;698289;1
2JsDK87cAxuUlz4L4izU7A;Evlay;53;6394;1
51Q6RZOMEMuZHySsfWLTtk;Lil Troca;51;74517;1
2FmE1yzXXBWKlRiOl0AqD8;Zecca;42;2836;1
3IYKcXI1sFqT1ZtfyoW55C;Knak;49;43013;1
2zPvDg6LI6NHPQVQIESjfW;Lara91k;49;53510;1
6RGri3BX7P64gUBuf6uU7p;AFTER;48;13448;1
4o3YJfgarCUSVyPH5HKRA5;Marlku;41;12229;1
7CSpCpNGTK9589bTi44SzE;BANDIDO;50;129174;2
4nD4jJ7anYuvuMtM8Wrspz;Lautaro Lopez;45;127342;2
6bigFvZX5HdrC98srqxRLQ;Panther;46;104079;2
3hwgckfLtTHdnkf694c7HS;Kodigo;48;432812;2
0Hkx0YcHHxDRRbH9WsSW0I;Marcianos Crew;51;180801;2
0ThxHJx0ElqLD8h2Compyq;WE$T DUBAI;50;59232;2
4StQh17zinsbJ4r5ekmPj7;Coqeéin Montana;48;152747;2
0Xo4VFS3v07L0GwIVkZLfg;Homer El Mero Mero;59;321775;2
0UgMoItq2HrVT6sRUF9ouY;Fazzini;55;115083;2
3qiQUUvazYmo7tBgQeb2rf;Moonkey;45;95633;2
15RLdM61VHtknTIYIuNviR;Blunted Vato;49;287964;2
6ybOB74nYTUpM6VGiP1egr;Iacho;41;174793;2
1mLmCADd22UpYNqCAykYKT;Tygas;32;101827;2
0tabWyvzBwZR4NVIotBm21;Wolty;37;271108;2
0bYQe0JDIjxkSHQoXlfngl;ACRU;48;354608;2
6v36LGGRNEleSpAd2zAeQL;Mks;27;19925;2
5l4GdLELvdnXZVT5g947i3;LOUTA;53;235888;2
5ayyPSqoObeTOj1UGtM79C;Zeballos;54;220039;2
7cYik4OyfBXYV5Z2TI7p90;Farina;54;669319;2
0KKUc4amZyvswV2YL6WTar;Mariah Angeliq;63;506738;2
1GDbiv3spRmZ1XdM1jQbT7;NATTI NATASHA;72;9636688;2
2yGXs7AlyNVetlMvwsFXGk;Muerejoven;46;101550;2
6C5H5G8EN1hu9N1wtOF5Wb;44 Kid;41;32367;2
1Mj0XQhXbzIXfoWTN391N6;Kiddo Toto;39;88140;2
2JkR638Ff6KLKoUUar4AMU;Nax King;22;14465;2
1ZM3GOPFXwiy6yVeY1FM3I;Kifykify;28;27666;2
33jFO9W9LzOFYLwdPcs97O;Chiki Wanted;25;23510;2
2dFoFmYiugOl2rOvHg1V4M;Kid Mess;30;23694;2
2odRm3D7TlfzEKm5TQPE2G;Esbabyface;33;42227;2
7tfILFKScRBGGdo0GQkbB9;Godo;27;19238;2
6MLsGkmMLs3wFwNRleDyeU;OKY;39;37639;2
14LqX7WKEinOwg1VZcM1xE;Letan;43;13461;2
75BpzyPsw3G3R8xiCoHaEM;SOYTURISTA;31;12202;2
3QXiKWVF6ze6coCuJcVHSc;Jotape;35;5915;2
3L0TDlLE2v4lWjz5vw3vE8;Anthony MM;28;10491;2
4irmOndMUq2Q9w1rJD3gVD;Menor;20;5980;2
5Ul9GhsaGFhf7WdsnEzcLT;Kid Astro;36;9689;2
5b3QFwyL5r8TAzfmpp7Ua6;Decime Gian;22;1825;2
2z8dSH4TMRViQh4QjqrDYv;MC Buzzz;43;22911;2
2aSzsqZhGzw4u0HTdaddli;Pimpe Mourtha;16;19352;2
65VS702SIPGgTpWgTQupMA;NEGRO DUB;54;7784;2
6gzfKa8KmgcAfhbeeKo28T;Al Records;43;1752;2
1M1s4ofh9rBEBWhyYsXAcn;El Mas Ladron;39;2014;2
4SrfDao90sWaTLommUn0o0;El Pesa 9;42;2291;2
5dRBlNLqt3CWQ5uFsZQr3L;Brapis;30;15095;2
7jk87weJfexobhc1bJJt9M;Lego Skillz;35;19117;2
5p3CzYVyNJ3qvuS6aXxo9R;Kamada;42;35877;2
0wTR1DXxJ3Ok60O4K4U9WT;Mir Nicolas;43;16882;2
66X3l109SsMthurq0pHk3g;Urbanse;35;40015;2
0mUKZR7k8cOSewS6faryVf;Veeyam;38;22265;2
7kcYvRIgpTYWTfibUe1wl4;Varoner;26;10746;2
6ulI4i1iXCyvXZPepDMIPg;Ingravidos La Industria;35;16473;2
4aTlzwTjIzgWcMMdbBVuzj;Golden Boyz;24;10667;2
6nS9ouoHJP473M7180H9tP;Frane;31;19050;2
0haZhu4fFKt0Ag94kZDiz2;Sofía Reyes;66;3053496;2
4E7qNspFdzjgKmY0EezS3N;BKLN;18;370;2
4i3PzgfLvvhJVGQIZ4fWQH;Matt Egbert;9;1476;2
5Qg4A2TQVh8Cr9Jx19FpRf;Puff (ITA);17;598;2
5YhPaiXN8biK8is4uCvcJ6;ANATTA;23;7408;2
7aPGojZ1i1CpRKa83QyUTq;Braydon Terzo;20;892;2
4G1Omut4gKBGRLHJVMGmng;Mickael Espinosa;8;4509;2
4770WxUOyJMOJ1CHiZi2d6;ChaseWest;17;5467;2
6qa3IMR0SlgJ5C53rr5VcR;Tomas Bisquierra;14;1213;2
5FCqRgK9PqJYyfnBJg4AeH;Marian (BR);20;3118;2
3HRVazmDQL8MtCwjxKHGq8;Mene;23;1594;2
6hMxBHVIRXtr1njOIOv8aS;Gosts;16;4911;2
5Q2x75NUXnoDOXCKItVxZ0;Slugg;18;1926;2
3uuAdAghYzgytUdLDQUHZ2;RSquared;24;3165;2
70BgO4a6LVEzYiAgxubE3q;Freenzy Music;27;1642;2
1Iduln9qYbj41kvHf9yDJb;Marco Tropeano;23;1781;2
4uUgP4DI2XclDn1LD6K8hP;ENNE (BR);30;1978;2
59m7b8FHdw1hWXmFeTNx1v;Lucas Bahr;25;1919;2
5FizNUi0Rn6ZR6cmXL5nts;Reelow;22;8354;2
68O83ss9GHwRVDaJhpCQHF;Wheats;27;9706;2
3urGFEv1zqwK24gupip690;Iglesias;36;8778;2
4Icdw6ZLVk2NkjIjMhJSc6;Rendher;28;3635;2
4lOv5vFosRcOvtIycZFZr5;Italobros;28;7284;2
5MfCvmoakBhPyPpI7vPqwW;GOLFOS;29;6827;2
0YSvkYYbu18RTZpK3cUP6i;Bassel Darwish;26;6532;2
53PVBEKRk4Fvq8w8cLydLX;Will Taylor (UK);27;5873;2
7poxErgF0wmd842zcBeftT;Proudly People;30;4830;2
56HtyYJoZvYc5aVdqDd94i;Marco Strous;28;10678;2
79uJoLQkQ621xZy7MyH4uL;Ben Sterling;32;11205;2
12bHqR5ggtW3Y9C7oPmwL2;Antss;25;3088;2
3cPsVugsjXZ03yXIblunwd;Carloh;33;7997;2
6tb3j9CDb60zsHm1lN8K02;Chicks Luv Us;26;7923;2
7itMGcVGRKS43LcTQvJitf;Rossi.;34;16140;2
1VY8rr16Fj5C2rDUnDVCE0;Niteplan;13;1645;2
2W0LCDXmrMO7acenLvkxyR;Yungness & Jaminn;18;1937;2
3F0pGF36o08n2NE7vIEHyk;Shokë;9;675;2
41vJAAunDUYAg81pOkcWh3;Riley (UK);21;1742;2
7n0DQFWxlcRBMF5TbW80MF;Josh Kalker;14;1299;2
3BoPm6NYFfRsuJplyNuUzf;Bryan Softwell;20;1487;2
6cK2MbbEPnefKGxuDiNGiW;Oravla Ziur;22;1651;2
76ICZ7nJdYo0EBLYLkH2Tn;Goosey;12;877;2
5rATH049aVcH3W1RIoiU1g;Dmitri Saidi;26;2761;2
4wShOgYAKFtg2grzqostEI;Umberto Pagliaroli;26;2062;2
5aE4f6qwsXT5hACySkxJQo;TOBEHONEST;34;6000;2
3uvuXrgd8H5Gwnubvtm0sk;Kofla;25;2984;2
10Bo1ofGMWr6hFD7OM7W7r;Deeper Purpose;42;19580;2
6CQEcdCb4eIWDQPxCFfFRN;Angel Heredia;23;4398;2
4kB1srfgZ4eok7CmDqyOJP;Kyle Walker;35;14710;2
6oIoaURalGEtkYTswOLoft;Crusy;39;4983;2
5VANY8UHET4MOfqcgZ0RYp;Roxe;28;3202;2
0pgx8lzqNK3ywq4WWvaIO4;Harvy Valencia;28;6813;2
4epc3Bd0DOBA0kDywkRAsu;Westend;58;40028;2
36N80lh8tNu7XedcW55NC3;Ranger Trucco;34;9566;2
7DhdJhd6DrxeJlUajwttd1;Martin Ikin;51;44782;2
052B9SONfhoScw7dgYWw5o;Biscits;57;65163;2
5yPVuutf3WAXUt1VqDaN1t;Chapter & Verse;48;25877;2
2l0xOjnrmYsxNoQ0QI3G5a;Black V Neck;44;19450;2
44T94QQEc60Jf7kqGY6Rip;Lee Foss;50;71362;2
1AD6JUzgEvTAI8TLGwlrba;DONT BLINK;33;13085;2
3NYySx3H1V7zHemD9hmsQv;PAX;47;29505;2
1UgUBnYpGyrYfGIfkMp08O;NightFunk;36;13069;2
5FD9tbbiWd6th8FaOdCtnB;Piero Pirupa;45;14900;2
3VRyybsQu0MDG0F2LBxnv7;Noizu;58;67716;2
4q0N3EI67tVnAeeaXbNQIj;J. Worra;57;35898;2
2T86EVnDCP64EaVKRXIcRx;Guz;50;11575;2
0igUkTjUPcXjrL849TesmT;Marlon C;8;305;2
72doet86yLQNNgEX0kA7gM;Mike Morrisey;20;2410;2
5O2rn479OEZsXi3Yef10gE;Gustaff;21;2205;2
7fPyXv7KvNewKz2zccHKJW;Ssero;16;813;2
4htqxxCTnN5A4dSrw1yfP2;Tre Reynolds;22;934;2
77JU51aCUZReg3WdkCByB1;Alessio Bianchi;14;2416;2
464Y3iRMbG7QHLhpQnMkxG;Tomi&Kesh;28;4954;2
120uxktRzKDFRelHPX545F;Alessandro Diruggiero;19;1638;2
4XUo5cKsKCniOqwh70g90p;Copasetic;6;541;2
4v1uY5SG2OMJJes0gBzoUl;MartinoResi;13;993;2
65TLDWbTJxYASqadmNAxvc;Max Dean;37;7046;2
4E0HD2PMY8kQJIjlShrLUS;PAWSA;52;142438;2
5nw8Cj9x9XXKDuuNhl5mF7;East End Dubs;31;23307;2
2BhXOZ96YbOdXz8F6HVUw4;Luke Dean;44;4821;2
1KFfk3NtblIJtGEqyiR31t;Luuk Van Dijk;35;23316;2
3BxjasMelf9pKaE4f7Y0So;Chris Stussy;49;66481;2
4p5WgeiPSPpqPDs7T6OkWf;ANOTR;59;82658;2
5v1K4IgzvVs7rFzessYPhS;Mason Collective;33;11122;2
5CnLwWTK3iavHh2JZ2KEx5;Damelo;18;691;2
3wRmWPRKhXTatAYGQUsC4E;Crewcutz;12;1198;2
57QKWHmmY0jb44T2w7ln73;Draxx (ITA);37;619;2
7GUeV12nR6OPePvuGGIn43;MEEN;14;1093;2
5wDz0vNl13NmC3DJ8RFjlV;Denis Ago;13;794;2
2z9DWWfNONyl2nyy1GNSi0;Latmun;28;29340;2
54fZiNN8CtExTWCj5Gbeu4;KI Creighton;28;8183;2
5H2Ir5oA547rZrma8ZXFs5;Max Chapman;36;31917;2
7uxpFclesPI9MwYDLa3ldG;De La Swing;30;18614;2
3CIXyIrNkSUBFRQdG6rdGb;Waitz;16;3843;2
0flK7a9sS4TEcCYVNUaiXU;Guille Placencia;29;20528;2
6hr0SehcycxwgYfCgVy32M;Jay de Lys;34;10209;2
5c5YvfauJzP169EcIQV0SD;Jesse Bravo;13;426;2
0KsXluhoKWlX4XreQgg01v;Alvii Ferrer;15;345;2
4TAkVB7Zp91gNN57Ohzywt;Julian Collazos;15;2019;2
3hqAkng6qZQZCkLkAFZSdf;GruuvElement's;17;2152;2
0oM2tcepZGxojGEvnYrIOD;Kidoo;21;2389;2
4gutgD9w8iSiLjvYYy72dO;Daniel Orpi;27;3975;2
6nkYfrr95q86yjEzPR8vcK;Jholeyson;21;2098;2
25pgiXH1oj5pYmasjenRtr;Ben Murphy;19;2194;2
5HT6hDqzq0B7EFlokN0hK2;George Smeddles;39;7352;2
2olv8m3Anotn9W5UZJkJCi;Marcellus (UK);17;2522;2
0DVmpGjL5wcDKpkRFmsvhA;LewRaz;20;1872;2
6vMd0J5fF2NtOHjFVUQQ6b;Kreature;21;5183;2
3L0kwteWrevLGtjvQVYLcl;Brisotti;39;6520;2
1KUnCjBj9GNvfjjZWKyogb;guerrA.;16;630;2
28eQwvrKWHqRACUQ9FQRfZ;Trallez;23;1767;2
1YyeTuJ8IrPSpPiZMq0rhH;Jho Roscioli;31;4855;2
1lDbjaD50tkeLZnqAMtU1i;Cla$$ & JCult;24;1392;2
7mQScd8jtZwkokSos5T3RM;bewav;30;4000;2
7fld8KFMgCmJlsVOJ1oo4M;Viot;32;4723;2
11ofEe58zrex8X5NBbWhsk;Duarte;35;3715;2
0Bg1joLOL52mJS0kf0pIDx;Roddy Lima;29;2975;2
1jgSqmZTBltb5O2L7ErmEP;Beltran;47;24489;2
3M8bulps82wsKgS3DBpx1m;Jamie Coins;19;1569;2
4cTAEQmHsng6jf81qh2vIt;Michel Talle;12;273;2
1x3h782rndvyBIsITAocXG;Bizza;15;787;2
5ryO0Jb1Lgr8knFXONHld2;AG Swifty;13;1214;2
64GSxyOhYgXzaQs30QFi9i;Joey London Style;8;503;2
0ipSB6Z9hk2SLLh07tLYNL;Tyson O'brien;26;1544;2
0Kvulo1ZOcs7QOSIrJqa8W;Sonata Collective;11;144;2
4NK1BzYwEDEk8Gv9q7f2ms;Ricky Pellegrino;10;270;2
1jD3jAZVB4hjHGDck4JRp5;Karrém;11;146;2
20MXpVBcWVrDL7ViNoE5QI;Dino Sauce;10;121;2
6BcQrHQ1WLBJjN25BK5BXX;Ama;19;181;2
5EOY61jyr677RT6uZi1YbK;Terri-Anne;27;830;2
6zsfKtsgzeflT3j1E9NzFz;Jayden Voss;5;134;2
5NfxtcxfafVd11XFFfYKFp;Michael Kilkie;14;112;2
7xLl7CSuCmdhv3HiQbyL4O;Fatimah Provillon;11;92;2
5WYLvMh2pP984cxGlsvwKv;Joe Diem;16;584;2
7n5VjDNd00Hy0ZDEGn0erB;Jamback;25;1758;2
0lJnzsWsM8QkTBEk3JYtSv;ELTE;18;136;2
1jjc5DIwBYlsToYhng9Cu2;Nautica (UK);21;2837;2
38aKknRSzI7luo0LJWDwDS;Dot N Life;30;2220;2
4yJv58OlVWrxUDN5rJILEI;Kai Rodriguez;8;679;2
4FsneofHgBocbprOOgcB8j;Toby Simpson;13;655;2
1SbMMEX44KntSO5SErgdCk;JUST2;21;1705;2
3XFLYgrTmf3SGyDlXeBKEA;BLND (UK);5;275;2
4kJADEfmcYZAHfXzvIfg2w;Ramin Rezaie;17;1907;2
55r5KF4IQdMkhXEzoluxUm;Rafa Villalba;44;2114;2
5wHxSZdr7rIyqlFJxH1gCM;Miguel Bastida;35;32095;2
09iEIVQVBtTVjiuEdqqkIR;Wade;51;109993;2
0j4dGWeyGGE4GvrAzdZIZ5;Raffa Fl;52;38798;2
0rTh1tAdrEbdKZBTiiAQSo;Mochakk;55;334003;2
7B1LLuCQk13H4Mb6CFBftU;The Martinez Brothers;52;210234;2
4cvdQRyHmkSQSakUrW2oxv;Michael Bibi;48;237615;2
5PlfkPxwCpRRWQJBxCa0By;HUGEL;68;215705;2
6htWLP8aiuf19FYMA4VQAZ;Massano;51;75336;2
5jBerZvTAajwYvdxt3UhgU;San Pacho;50;50243;2
0w1sbtZVQoK6GzV4A4OkCv;Mau P;64;80693;2
27mWOSZjlpmtoqsRjRwQyu;Dennis Cruz;47;109335;2
45lcbTsX07JWzmTIjcdyBz;Matroda;59;118115;2
11aPF3sc8lDWNqPVInm4Zx;Kevin de Vries;53;98959;2
43BxCL6t4c73BQnIJtry5v;James Hype;70;320844;2
7kNqXtgeIwFtelmRjWv205;John Summit;68;226070;2
6nl0PkJi7Xog1gon9f6WIl;Rafa Barrios;36;48833;2
366L4EjZXBPYbHs9XDQILZ;Ben Hemsley;47;43938;2
4d2NUjh9ZrzG1ZZdhpSDKH;Ewan McVicar;50;43984;2
0oO1IaDOBSeI96HbnCa5pZ;Solardo;54;117663;2
7tm9Tuc70geXOOyKhtZHIj;Chris Lorenzo;59;110428;2
4UwR1ir6PovnQiwX5jRPvF;Anti Up;38;32603;2
2yZtFTGNlIR60BuLAaRfly;Troncoso;0;146;2
0TG7p0ATDDBfhBjl9EBvIb;Joseph Ren;9;207;2
4DjHH0Oqu3TpQK2GqwjtKC;Ruppert;0;72;2
6Ut6iAUGTJfEVRopU9MsGf;Danyelino;1;229;2
4pNr30dxFV3bn2kRDLShfS;Ray MD;12;317;2
5fXbGlKNyAfndGxwuJu9DX;Pedro Costa;5;522;2
6ZoNlWDHPdMGmrAkokxT7E;Eduardo Vargas;30;699;2
59EMBN7eiOECiRgEyM9LeJ;Jean Pierre;18;1434;2
6bp8Pr0NBvuaJrumeQEmYY;Vlada Asanin;17;4347;2
0gwCVstfKWPEMibFf3MnyG;Alan Nieves;17;2619;2
7mNBit6W1boNnvOSVQCB8h;David Herrero;26;7508;2
22aMI6KbqOX9MdtGK58fyY;Chinonegro;19;2898;2
6SRj4ID0x5G96xXMG0knZF;Rone White;14;2665;2
6KUSLPXO8e94sZWVksv4nn;Sebastian Ledher;17;2435;2
7bca0jrEcYw3lqIHQp3wl2;Ramon Bedoya;23;3432;2
1DdIOAGOUeVzcXReIAFfte;Anilson87;1;32;2
4oqS2lS8atL3RlsMe66lol;Mike Marino;23;351;2
5Gr0VgwdEigzfI0RBDHWen;Maria Magdalena;2;213;2
5NO6VphyNoUsGzSLsyqq4q;Ander & Jey;16;471;2
1TClvT3VDIogNpyMwAEd0Y;Zangel;27;1073;2
7m8XbZrzXCcLt6stk29P6N;Pvni;22;6002;2
68KKIaozjXuxJyAWs2nDhz;Moudy Al Arabe;33;35454;2
6aVZnMYcxtbnJ0MlAvXMHZ;Wesam Ticket;11;9908;2
3Tpt01jawwzcAPkrjNLR7g;Nurulez;15;14110;2
5X7YJ71kiNq3cBrlsGIo7d;Johneiker Barajas;15;120;2
4z9WIjuLcxJpjMw7XsXWcD;Eloy Gonzalez;8;128;2
107yqxsvVtBY4x2N9afWxS;Victor Luciano;9;489;2
1vL4Md7xazBAEYRYSLFmse;Francesco Almonte;3;230;2
1Z5ioQRLmnIugAeTbZCORL;Italian;19;876;2
5VPqIm4pynkRHZAucXwUfN;Luis Vargas;9;163;2
6Y8aGwNEamRuEmvIoPAhjz;Will Guedez;12;181;2
3wgghSRJ0p9lOfHiE9D1Y9;Jose Alves;18;544;2
1b5Wxr0FNZutUiFTsAllNt;Monserratt;22;908;2
0RkoAkw0s5FlVDUvRCZofF;Angel Evans;2;54;2
