id;name;popularity;followers;d
4ELZUuHRIUrAkko2cjpWB1;Pyrex;32;19103;1
36j2bzgU6sbViHKCNz00ex;Wheezy;18;3039;1
23DYJsw4uSCguIqiTIDtcN;Southside;58;101462;1
002HSjuWsGMinkXTa7JcRp;Turbo;53;17798;1
5xkFVS6IwwgHEAaRzXc9U3;Tay Keith;60;48218;1
5hq1b1Dgo4pPwbZV6iobbr;FBG GOAT;26;5560;1
6X9Dt3dsZDeWzMBfekaoPB;21 Lil Harold;49;19256;1
5RMUeKq0dZxg9RHE1f0B9P;Tm88;40;94331;1
6nhrSIBO7uf6WWFkmkrQkf;Guap Tarantino;38;14864;1
2EnD37GNRe2REqHBKqMnZQ;Bslime;40;12351;1
2cMVIRpseAO7fJAxNfg6rD;CHASE B;47;40526;1
5Nf5yishRW9Ye174sJISkg;London On Da Track;51;66244;1
33O0LdSANvbbly9A2Wmj1l;YRN Murk;19;4967;1
0UcXjTpzt0DmIwPSNwlJfF;jetsonmade;53;29673;1
7f5Z24hcZNWs2mVEsfHnGC;5K 808Mafia;3;399;1
14qypx78D3Jd1mm7c2BqQb;T-Shyne;39;12693;1
0dvFTsuG02c4cRbcSQ8zE6;Yak Gotti;48;45315;1
7FRSHbAPSN9RLPSsh2a2rV;Mango Foo;38;5367;1
4PdggFNYwGfjRfkdG5OfES;#TocoParaVos;52;305441;1
4YBAOrBF9vBB9inOLtpRzp;Mano Arriba;51;248538;1
0J65S0gB0D1gDEd0hK196k;Dame 5;45;265333;1
27Yc5RzJf27tJfqezJnHY1;Agapornis;54;269344;1
288dJOiQmxw6pTZ6fqpbiQ;CantoParaBailar;32;163660;1
44hJXrVhoyA1fV1dn4wdHC;VI-EM;50;96197;1
1aOhJVEGjCbYJLYPCitGdm;Pijama Party;41;122733;1
7Czvx73uua4PB239Dza1Je;Olvidate!;43;95113;1
7HSeegdmjLYRJpkOYIaZIW;El Reja;55;390573;1
6Cv7YpJ01y71mdgm4szmU2;Los Totora;50;292048;1
4nTNHKAVWQyqnvRuBW4N4V;El Super Hobby;44;128044;1
7d1kmnhwauydKmuAvjgQrH;Los Bonnitos;37;82057;1
2WhGojaMjv4VVn2HQSqrLM;Agustín Casanova;35;121809;1
3YLlfcDiFzKJXhTK4sKuCz;RUGGERO;47;305880;1
25Q4MN2O9yy7qzIY6HTgO3;Oriana;40;208876;1
7fRUttEpuIdM0JzPaCMwVO;La China;50;84004;1
7eCV5haSJZFNswFd6asIZp;Lionel Ferro;25;136248;1
1NIDfe1B5J1EyNiJcPZsfZ;Spreen;50;407474;1
193FNrNDNDnzFrNxUw6Dr3;JuanSGuarnizo;33;138866;1
7c7uVjOAvA7EqWF0gQGvs3;RUSHLAI;29;30475;1
5ZOdzCtZqx5FLdjpxFfXkO;Carre;42;134539;1
5iDqEobZRSTiBSAk6jLp4A;Oscu;53;492763;1
1UgC6NTs8FnPGYXY7XvEId;ElRubiusOMG;36;152462;1
3zVGHYstCFb4F3DpoL9lSZ;German Garmendia;34;467663;1
2LmSTgQJethuQ4q3ZU777G;El Mariana;30;128295;1
2pKoDkP2EqXNjDquMQjbM8;Fernanfloo;36;250834;1
6jeR6yw4TRocXdVOj603mW;uni;29;10876;1
0niAkxgT6y57bRbT0Ge94z;LiL CaKe;61;163569;1
4JuwA35M2yrQkpOSokiH9h;COSMIC KID;52;158202;1
5h1Fe4jl37wW2P4QkjZ8Bw;Pedritovm;27;59694;1
5X3p9eBNeaXZYdgoL9MGl8;Auron;18;48076;1
7Ip8SqItaKjJtgtKUNCShb;Missa Sinfonia;42;383102;1
7rIbJ4XkDKLhd5emHAs66i;AriGameplays;21;23425;1
6YPJT86SRYIhlWemoNEJ6x;Rodezel;39;59046;1
4iskZiURUeGrFszONfpCCB;TheGrefg;30;127565;1
3n1Am4GBPZ5NL2fGnwAUW1;Carreraaa;20;8596;1
18Kdk0oWKMg7P4601cD4dZ;Cami Raj;46;1028;1
7zREGj8GMl9UrDa6NPLi0H;Meri Deal;52;3956;1
29UQ00CArXvEpg0GjKyOPE;VIUS;50;50603;1
483P9cJ9pdCoc08XvNunPL;Max Carra;55;3157;1
2XEkeHFfw9gjyrL2Qoi0vj;Niko Falero;26;12549;1
0uxYECT7XqHNccQAg5Uhe4;Nico Valdi;62;29205;1
4cV73y9UlkKTCIWbuP2hbG;Bauti Mascia;50;31699;1
6SGCqG5HEr5gFZR9ct8wID;Matías Valdez;61;150124;1
3xShMakbBNG2e7qSpxkIUy;Crismi;37;3242;1
6Y4g5zwJI7jcRzGLXh0H5d;Angela Leiva;50;253043;1
4Jiwh0RF8Cilfpe6JGvWlR;Huguito Flores el Super;57;83555;1
1wkImvL5XLLhrNcmX7sVt4;Rodrigo Tapari;55;436689;1
55ru5B05MMBunM1tvH7Di6;Valentino Merlo;42;8894;1
1zBDgn3DfQ8GhgXL1z7ege;Cotto Rng;48;89696;1
3fUItdzxV5l9jupo5FkFwB;Tirri La Roca;47;301313;1
6fOcj0NbaZF1GNiI5XnPEr;Dj Plaga;49;37708;1
3KeiJ1oVHnSpj8O2Qwp3r2;Rodrii Ortiz;44;33318;1
1qoJTYkRvsRJMTOxnUnpNW;Papichamp;55;259468;1
7qUmZzfGAo66NPgOEx0MWa;MYKKA;57;3435;1
5fUaIEaRhzIad7C49MqTsy;Halpe;50;6271;1
32gBQPn4CkmUE9NzK0IXdX;Arse;43;5096;1
3Nk2mAv4k4ZOzrP5tpXL2G;CLUB HATS;58;9627;1
6tvnVXgayn0Qd29pt0633X;BAXIAN;52;3183;1
2mddrRrlMf3ykcKyh1jlSs;Sixto Yegros;52;18562;1
1fXCGECRsxOUDi7tj3hifF;Hot Plug Beats;46;1555;1
48vP5SxlTO6yOI7SLKIOQV;Obie Wanshot;54;48197;1
1Pk9sKrTxQ1lLfCg9b0PlF;Leby;47;3976;1
4hw9WaVkOzRQN6XaUqULv1;Klave;44;17633;1
33mpx3IrKw93IM1C8tVSQi;Lisan Beat;46;1305;1
4QmDIEVrROsBAad02Mlc1p;Estani;53;17784;1
43PjjBbR7LawCx75hCbLmn;Rocío Quiroz;41;169563;1
3ucYybVr1mTuB04HtoBDCc;El Polaco;55;515151;1
4Pnl3TKhOZWqZoulVNYWDl;Antho Mattei;24;36083;1
2Mu8h5sFkOziL0Rfn7FXIA;Leo Mattioli;62;1482379;1
13KeE3TnUrYh367HJu0sMx;Mario Luis;57;518944;1
5Qv1EsPany9Fc3yyCJnoxw;Uriel Lozano;46;134838;1
3NSJOyQdSXncJloHqhwlQB;Daniel Agostini;52;294984;1
4osqF39bEPXPsJfVUXeCh3;La Champions Liga;52;440885;1
7xknmvFivAH3FxfLCQKuKE;Flor Vigna;50;32963;1
1Y99HOeRzRc27my6NJE3rE;Natalie Perez;51;233510;1
5SqghR4PmacEuzlpIOQI2k;Bandana;32;67713;1
6GYXfifD78PYARjZzxQzrG;Benjamín Amadeo;50;111287;1
30zaUiWxGl2IDR0dTiRrXO;Lelé;24;22553;1
5bRULziD2hCP3acYRcfK3E;Teenangels;49;219138;1
4xx3PjUWxXY0qEXUdDhrwx;Miss Bolivia;36;118153;1
4FOiEKPQZ60hzEXm0Vgyg3;Julián Serrano;7;57138;1
5nOKCv6am7apByMPUodIpp;Gaston Soffritti;18;12655;1
36ZqMC7zjLgKhxKc1l9g0X;Oriana Sabatini;26;17097;1
1baVi2FAPsMovLRrbkj991;Cris Morena;18;21477;1
3XLuPaPUUs50Zn6wtvdVvx;Rincón De Luz;20;26061;1
0H7gO9034PdQXaznEoNWZv;Consentidos;17;20131;1
2qmA5QmaGZH3ky4qq25d1m;Agus Padilla;52;144603;1
1QLXQU95X4LRBK4VNTUAQB;Franco Rizzaro;24;3855;1
0qAthAwwFa3RW6BRRsP4cQ;Chiquititas;37;127496;1
0LshFzya5NZaIWt8R2Ha4o;ViveRo;18;8334;1
2Yia9CwtgcrsN5kVOQ0qRA;ZECCA;62;17885;1
7krUxybhp1bUwFBxpOtmZb;La Kuppe;50;468467;1
7dlkBH23ERFXxuNoMHq94Y;Q' Lokura;65;852155;1
1fosVknoHjmETFcLUMCRjm;El Rodri;52;285329;1
72kCHSLbK0D94Bgpo7G4sJ;Roman El Original;53;180338;1
4vacbFDLabmeOOXlSAP6uc;La Roca Callejera;42;197424;1
5szJHKg5xeUlQ9pTqzdpic;Taiu;70;56061;1
4cJD9t5QBFTUQcd3xfbOb2;Dillom;62;572579;1
7e3BSeFzlCGyAdbsUbgUaD;Damián Córdoba;52;535188;1
6jlVAg80czVPRFnLp05N0V;Dale Q' Va;55;530390;1
0QIeOzcA4xi1RMwXWPdl14;La Barra;49;290929;1
4TsXqrGxqvwVLm5kOkN03p;El Loco Amato;49;325860;1
1EsaxlwSz9CLqVRjZYnP3H;Tru La La;50;303776;1
1pmmkE3BIdh9pxHecU09Oo;La banda de Carlitos;52;186615;1
4mKTJIb405EHH5GGfIhaeO;Sabroso;50;265055;1
64DFKvGarD5nmkfaIiiakf;La Mona Jimenez;53;220469;1
3zkbEQouXdzjcD4cxoFuO9;Jean Carlos;48;173498;1
68mkWeq03e98dvIEI0jr0N;Walter Olmos;47;399266;1
6uLWD7WMJKMyP1DD1eg96R;Cachumba;44;186954;1
29W4Fw8TDGfXD7C9EjJkzc;Sonido De La Costa;27;51820;1
5YrBL6QmqRYTvr52b0IOT3;De La Calle;45;199667;1
474st1ZFIh7IOiUcw9ojHd;AX 13;30;68015;1
1nEnWkQ9oAZWNrLtXGXCrU;Owin y Jack;21;43522;1
5lPewWWLzFoRj13tTLgeF8;El Apache Ness;39;171316;1
74f8yYPROjWNuz2WJOpQTr;El Guachoon;35;110969;1
7ha2O24d2RixnRx9whTRuW;Tu Papa;36;86799;1
3T9mIcWq46otZ8Nk2w0bRw;RC BAND;37;39349;1
2oPc9LzQ7NP9DIqY70jubf;Mawi;28;52344;1
76iFMHDqONZusQlTu2ckKQ;Los Nota Lokos;47;249830;1
2LI6qhH2fF1uoJpmquvoCn;Dessia el Otro;23;23072;1
5Q2fyL2TcdUY9IqKTkGk5G;Bardero$;61;582585;1
1cLDC1abeY1jIY5AX2Rtbx;Franky Style;60;333587;1
4EcIU574ksr6mC1GMEOe0p;Midel;51;381186;1
6H70hylNqfc86Omz8GoyDB;Tobi;47;160180;1
0ulX41eWF9mhfeAhOu4EU0;Modo Diablo;44;88885;1
1gJdf4Yybu4X5A2xYV3NMV;Eden Muñoz;76;1283604;1
66ihevNkSYNzRAl44dx6jJ;Carin Leon;86;10124871;1
0ys2OFYzWYB5hRDLCsBqxt;Fuerza Regida;88;7174911;1
1gW6pz5n1aK249L0GvfQCC;Grupo Marca Registrada;81;3745182;1
6Sbl0NT50roqWvy746MfVf;Gabito Ballesteros;83;2055149;1
1dKdetem2xEmjgvyymzytS;Grupo Firme;80;11941233;1
12GqGscKJx3aE4t07u7eVZ;Peso Pluma;92;11535803;1
1bfl0AU8SqmLkElptOprhC;Julión Álvarez y su Norteño Banda;80;4412506;1
0pePYDrJGk8gqMRbXrLJC8;Luis R Conriquez;81;4421598;1
2rmkQLzj0k4nZdQehOUByO;Chino Pacas;80;1466540;1
3l9G1G9MxH6DaRhwLklaf5;Oscar Maydon;81;1009642;1
5xYNmNkaWRqu3e5F4UXME8;Alfredo Olivas;81;7359323;1
0R03Yxwm5XGODyeMHO0eXj;La Pocima Norteña;63;139357;1
7uGhSk7fVURjDaiXW1FSbL;La Maquinaria Norteña;63;513510;1
5whwFeuDSOzWgGAUs8KTUI;Los Dorados;55;168420;1
0T8Ix53aIN4F7aEKj4EnKy;Jasiel Nuñez;73;323992;1
7Gi6gjaWy3DxyilpF1a8Is;Junior H;89;13655600;1
7pESOE4dEq8Yk4OKlJa3pS;Panter Bélico;71;616055;1
6dLuQ5qXxIuWc5urxfIiZR;Calle 24;77;785202;1
6qm0DFounuQWwu6IF0ZGH2;La Fiera de Ojinaga;65;511675;1
0fdpJLsenUo15X3dPPWJSR;Los Angeles De Charly;65;1223232;1
3yJUTkFm88TiJPLhLHKumn;Rayito Colombiano;59;849933;1
13or1Wf6ipcvSIiurZATvw;La Sonora Dinamita;65;979234;1
7wiOKrtPg196Hh90CdoKPi;Los Askis;59;690144;1
7bzt5lHL6bzLO3c9mkxNMW;Los Socios Del Ritmo;61;697205;1
0VKh7CQDi9MkUvaBMoK1V0;Bronco;73;3356226;1
1zVxAFV8uL5V816dzdHvYQ;Aaron Y Su Grupo Ilusion;57;679023;1
1sxekzjeHJaqkZbpaaGR9x;Los Acosta;67;1904610;1
1CajkwEgJac9j9alNJJxTQ;Los Yaguarú;61;494028;1
3CsPxFJGyNa9ep79CFWN77;La Sonora Santanera;62;1169760;1
44WCHvwXBOMz6nm7Mu2ReO;Grupo Bryndis;71;2233253;1
2MRBDr0crHWE5JwPceFncq;Juan Gabriel;74;8215208;1
16kOCiqZ1auY4sokSeZuKf;Los Bukis;73;3884161;1
7FsRH5bw8iWpSbMX1G7xf1;Joan Sebastian;76;9451843;1
03Yb3iBy9GCifXiATEFcit;Pepe Aguilar;68;4279698;1
1z8Z3JjXWNa7xbeXcyFZMt;Los Yonic's;64;1745060;1
0OhiQFSqbnnmB52NWEpsO5;Mi Banda El Mexicano;63;763301;1
5fKc00Wh60ggl0QptZ2aBx;Rigo Tovar;61;913980;1
3nFB4eMP5gdqee2eQb8nZb;Conjunto Primavera;71;2758187;1
2UFqwY8A3PLcx8pAkg9g5P;Diego Verdaguer;64;1480299;1
2I223MQt4d0n5rhwLdlEq5;Ponte Perro;47;10036;1
7aqaIr9F3tHP7BMsmfAL8Z;El Turko;48;11228;1
4IndUOBCZYZg61557iq2A9;Maldy;61;105093;1
1GKIlPFdcewHtpDVCQ8zmJ;Brray;73;355197;1
2T1aUibqR2QC2sINIDQOAK;Mambo Kingz;76;271357;1
18dspUI6gqabm5XCC2RcUD;SOG;69;75813;1
